,sender,recipient,time,year,month,day,hour,minute,second
36198,1043,454,2004-05-26 00:51:32,2004,5,26,0,51,32
36199,1255,1339,2004-05-26 00:52:22,2004,5,26,0,52,22
36200,986,649,2004-05-26 00:52:32,2004,5,26,0,52,32
36201,454,1043,2004-05-26 00:52:32,2004,5,26,0,52,32
36202,542,598,2004-05-26 00:52:56,2004,5,26,0,52,56
36203,770,454,2004-05-26 00:53:35,2004,5,26,0,53,35
36204,986,19,2004-05-26 00:54:25,2004,5,26,0,54,25
36205,1339,1255,2004-05-26 00:55:48,2004,5,26,0,55,48
36206,249,964,2004-05-26 00:56:30,2004,5,26,0,56,30
36207,770,454,2004-05-26 00:56:54,2004,5,26,0,56,54
36208,1043,454,2004-05-26 00:57:42,2004,5,26,0,57,42
36209,725,454,2004-05-26 00:58:12,2004,5,26,0,58,12
36210,1255,1339,2004-05-26 00:59:05,2004,5,26,0,59,5
36211,454,1043,2004-05-26 00:59:25,2004,5,26,0,59,25
36212,1043,454,2004-05-26 01:00:04,2004,5,26,1,0,4
36213,1339,1255,2004-05-26 01:00:27,2004,5,26,1,0,27
36214,770,454,2004-05-26 01:00:32,2004,5,26,1,0,32
36215,719,220,2004-05-26 01:00:44,2004,5,26,1,0,44
36216,835,725,2004-05-26 01:01:14,2004,5,26,1,1,14
36217,725,454,2004-05-26 01:02:04,2004,5,26,1,2,4
36218,306,42,2004-05-26 01:02:48,2004,5,26,1,2,48
36219,725,835,2004-05-26 01:03:11,2004,5,26,1,3,11
36220,1255,1339,2004-05-26 01:03:22,2004,5,26,1,3,22
36221,1274,1281,2004-05-26 01:03:33,2004,5,26,1,3,33
36222,770,454,2004-05-26 01:03:47,2004,5,26,1,3,47
36223,639,1033,2004-05-26 01:03:58,2004,5,26,1,3,58
36224,1339,1231,2004-05-26 01:04:14,2004,5,26,1,4,14
36225,1339,1255,2004-05-26 01:04:34,2004,5,26,1,4,34
36226,1137,1033,2004-05-26 01:07:31,2004,5,26,1,7,31
36227,639,994,2004-05-26 01:07:52,2004,5,26,1,7,52
36228,1255,1339,2004-05-26 01:09:30,2004,5,26,1,9,30
36229,1339,1280,2004-05-26 01:10:22,2004,5,26,1,10,22
36230,835,725,2004-05-26 01:10:44,2004,5,26,1,10,44
36231,1231,1339,2004-05-26 01:11:04,2004,5,26,1,11,4
36232,1113,576,2004-05-26 01:11:09,2004,5,26,1,11,9
36233,1339,474,2004-05-26 01:11:16,2004,5,26,1,11,16
36234,1339,1255,2004-05-26 01:11:50,2004,5,26,1,11,50
36235,1339,1231,2004-05-26 01:12:54,2004,5,26,1,12,54
36236,1255,1339,2004-05-26 01:13:27,2004,5,26,1,13,27
36237,474,1339,2004-05-26 01:14:39,2004,5,26,1,14,39
36238,1339,1255,2004-05-26 01:14:48,2004,5,26,1,14,48
36239,912,375,2004-05-26 01:15:03,2004,5,26,1,15,3
36240,1339,474,2004-05-26 01:15:34,2004,5,26,1,15,34
36241,1231,1339,2004-05-26 01:15:37,2004,5,26,1,15,37
36242,725,835,2004-05-26 01:16:22,2004,5,26,1,16,22
36243,912,1379,2004-05-26 01:16:29,2004,5,26,1,16,29
36244,1142,752,2004-05-26 01:17:07,2004,5,26,1,17,7
36245,474,1339,2004-05-26 01:17:07,2004,5,26,1,17,7
36246,1339,1231,2004-05-26 01:17:09,2004,5,26,1,17,9
36247,725,454,2004-05-26 01:18:02,2004,5,26,1,18,2
36248,1339,474,2004-05-26 01:18:12,2004,5,26,1,18,12
36249,1231,1339,2004-05-26 01:18:48,2004,5,26,1,18,48
36250,1280,1339,2004-05-26 01:19:51,2004,5,26,1,19,51
36251,1339,1231,2004-05-26 01:20:32,2004,5,26,1,20,32
36252,1384,795,2004-05-26 01:20:35,2004,5,26,1,20,35
36253,474,1339,2004-05-26 01:21:22,2004,5,26,1,21,22
36254,576,649,2004-05-26 01:21:35,2004,5,26,1,21,35
36255,1339,1280,2004-05-26 01:22:00,2004,5,26,1,22,0
36256,1280,725,2004-05-26 01:22:09,2004,5,26,1,22,9
36257,1384,778,2004-05-26 01:22:12,2004,5,26,1,22,12
36258,576,1339,2004-05-26 01:22:16,2004,5,26,1,22,16
36259,1358,1381,2004-05-26 01:22:33,2004,5,26,1,22,33
36260,1280,1339,2004-05-26 01:22:40,2004,5,26,1,22,40
36261,281,317,2004-05-26 01:23:08,2004,5,26,1,23,8
36262,878,1255,2004-05-26 01:23:19,2004,5,26,1,23,19
36263,1358,777,2004-05-26 01:23:34,2004,5,26,1,23,34
36264,1339,474,2004-05-26 01:23:40,2004,5,26,1,23,40
36265,63,814,2004-05-26 01:23:52,2004,5,26,1,23,52
36266,1339,576,2004-05-26 01:24:13,2004,5,26,1,24,13
36267,105,474,2004-05-26 01:24:14,2004,5,26,1,24,14
36268,1176,26,2004-05-26 01:24:18,2004,5,26,1,24,18
36269,474,1377,2004-05-26 01:24:26,2004,5,26,1,24,26
36270,317,281,2004-05-26 01:24:27,2004,5,26,1,24,27
36271,281,317,2004-05-26 01:25:13,2004,5,26,1,25,13
36272,398,1377,2004-05-26 01:25:27,2004,5,26,1,25,27
36273,800,1384,2004-05-26 01:25:34,2004,5,26,1,25,34
36274,317,281,2004-05-26 01:26:22,2004,5,26,1,26,22
36275,1339,1280,2004-05-26 01:26:49,2004,5,26,1,26,49
36276,281,317,2004-05-26 01:27:22,2004,5,26,1,27,22
36277,1306,990,2004-05-26 01:27:37,2004,5,26,1,27,37
36278,317,281,2004-05-26 01:27:49,2004,5,26,1,27,49
36279,474,1339,2004-05-26 01:27:52,2004,5,26,1,27,52
36280,1255,1339,2004-05-26 01:28:12,2004,5,26,1,28,12
36281,1255,878,2004-05-26 01:28:21,2004,5,26,1,28,21
36282,725,1280,2004-05-26 01:28:24,2004,5,26,1,28,24
36283,1231,1339,2004-05-26 01:28:26,2004,5,26,1,28,26
36284,1006,90,2004-05-26 01:28:54,2004,5,26,1,28,54
36285,1280,1339,2004-05-26 01:29:06,2004,5,26,1,29,6
36286,281,317,2004-05-26 01:29:40,2004,5,26,1,29,40
36287,725,1280,2004-05-26 01:29:46,2004,5,26,1,29,46
36288,1339,474,2004-05-26 01:30:12,2004,5,26,1,30,12
36289,994,639,2004-05-26 01:30:23,2004,5,26,1,30,23
36290,1280,725,2004-05-26 01:30:33,2004,5,26,1,30,33
36291,871,1029,2004-05-26 01:30:34,2004,5,26,1,30,34
36292,714,517,2004-05-26 01:30:35,2004,5,26,1,30,35
36293,800,1384,2004-05-26 01:30:47,2004,5,26,1,30,47
36294,1280,725,2004-05-26 01:31:00,2004,5,26,1,31,0
36295,871,1384,2004-05-26 01:31:33,2004,5,26,1,31,33
36296,1339,1231,2004-05-26 01:31:34,2004,5,26,1,31,34
36297,1038,576,2004-05-26 01:31:35,2004,5,26,1,31,35
36298,1185,454,2004-05-26 01:31:37,2004,5,26,1,31,37
36299,544,546,2004-05-26 01:31:40,2004,5,26,1,31,40
36300,1339,1280,2004-05-26 01:32:29,2004,5,26,1,32,29
36301,1346,1314,2004-05-26 01:32:46,2004,5,26,1,32,46
36302,1185,454,2004-05-26 01:33:32,2004,5,26,1,33,32
36303,1339,1255,2004-05-26 01:33:39,2004,5,26,1,33,39
36304,596,1179,2004-05-26 01:33:46,2004,5,26,1,33,46
36305,725,1280,2004-05-26 01:34:12,2004,5,26,1,34,12
36306,1383,1138,2004-05-26 01:34:24,2004,5,26,1,34,24
36307,353,261,2004-05-26 01:34:43,2004,5,26,1,34,43
36308,1033,1281,2004-05-26 01:35:22,2004,5,26,1,35,22
36309,800,1384,2004-05-26 01:35:23,2004,5,26,1,35,23
36310,261,353,2004-05-26 01:35:39,2004,5,26,1,35,39
36311,1033,1381,2004-05-26 01:36:10,2004,5,26,1,36,10
36312,1280,1339,2004-05-26 01:36:15,2004,5,26,1,36,15
36313,474,1339,2004-05-26 01:36:51,2004,5,26,1,36,51
36314,800,1384,2004-05-26 01:37:07,2004,5,26,1,37,7
36315,1284,131,2004-05-26 01:37:07,2004,5,26,1,37,7
36316,1280,725,2004-05-26 01:37:17,2004,5,26,1,37,17
36317,994,596,2004-05-26 01:37:18,2004,5,26,1,37,18
36318,1231,1339,2004-05-26 01:37:37,2004,5,26,1,37,37
36319,800,1384,2004-05-26 01:37:38,2004,5,26,1,37,38
36320,835,725,2004-05-26 01:37:41,2004,5,26,1,37,41
36321,1033,598,2004-05-26 01:38:34,2004,5,26,1,38,34
36322,871,1384,2004-05-26 01:38:51,2004,5,26,1,38,51
36323,770,1384,2004-05-26 01:38:56,2004,5,26,1,38,56
36324,1339,474,2004-05-26 01:38:57,2004,5,26,1,38,57
36325,878,1255,2004-05-26 01:38:58,2004,5,26,1,38,58
36326,725,1280,2004-05-26 01:39:16,2004,5,26,1,39,16
36327,1339,1231,2004-05-26 01:39:47,2004,5,26,1,39,47
36328,770,658,2004-05-26 01:39:50,2004,5,26,1,39,50
36329,454,725,2004-05-26 01:40:10,2004,5,26,1,40,10
36330,1339,1280,2004-05-26 01:40:46,2004,5,26,1,40,46
36331,1339,576,2004-05-26 01:41:20,2004,5,26,1,41,20
36332,474,1339,2004-05-26 01:41:22,2004,5,26,1,41,22
36333,1033,639,2004-05-26 01:41:28,2004,5,26,1,41,28
36334,1280,725,2004-05-26 01:41:30,2004,5,26,1,41,30
36335,994,993,2004-05-26 01:41:45,2004,5,26,1,41,45
36336,725,835,2004-05-26 01:41:46,2004,5,26,1,41,46
36337,725,454,2004-05-26 01:42:35,2004,5,26,1,42,35
36338,1280,1339,2004-05-26 01:43:13,2004,5,26,1,43,13
36339,1403,1255,2004-05-26 01:43:16,2004,5,26,1,43,16
36340,1231,1339,2004-05-26 01:43:24,2004,5,26,1,43,24
36341,1033,1137,2004-05-26 01:43:35,2004,5,26,1,43,35
36342,725,1280,2004-05-26 01:44:04,2004,5,26,1,44,4
36343,1339,474,2004-05-26 01:44:09,2004,5,26,1,44,9
36344,986,725,2004-05-26 01:45:30,2004,5,26,1,45,30
36345,1339,1280,2004-05-26 01:45:33,2004,5,26,1,45,33
36346,1280,725,2004-05-26 01:45:34,2004,5,26,1,45,34
36347,1280,1339,2004-05-26 01:46:39,2004,5,26,1,46,39
36348,1339,1231,2004-05-26 01:46:50,2004,5,26,1,46,50
36349,1339,1280,2004-05-26 01:47:21,2004,5,26,1,47,21
36350,474,1339,2004-05-26 01:47:56,2004,5,26,1,47,56
36351,770,1384,2004-05-26 01:48:00,2004,5,26,1,48,0
36352,871,1384,2004-05-26 01:48:45,2004,5,26,1,48,45
36353,986,725,2004-05-26 01:49:04,2004,5,26,1,49,4
36354,1339,474,2004-05-26 01:49:38,2004,5,26,1,49,38
36355,770,1384,2004-05-26 01:49:41,2004,5,26,1,49,41
36356,131,1284,2004-05-26 01:50:01,2004,5,26,1,50,1
36357,1231,1339,2004-05-26 01:51:40,2004,5,26,1,51,40
36358,725,454,2004-05-26 01:52:05,2004,5,26,1,52,5
36359,1033,1377,2004-05-26 01:52:16,2004,5,26,1,52,16
36360,474,1339,2004-05-26 01:52:24,2004,5,26,1,52,24
36361,871,1384,2004-05-26 01:52:34,2004,5,26,1,52,34
36362,576,1339,2004-05-26 01:52:42,2004,5,26,1,52,42
36363,770,1384,2004-05-26 01:52:50,2004,5,26,1,52,50
36364,1339,1231,2004-05-26 01:52:54,2004,5,26,1,52,54
36365,725,1280,2004-05-26 01:53:59,2004,5,26,1,53,59
36366,342,63,2004-05-26 01:54:11,2004,5,26,1,54,11
36367,1339,576,2004-05-26 01:54:59,2004,5,26,1,54,59
36368,770,1384,2004-05-26 01:55:02,2004,5,26,1,55,2
36369,261,835,2004-05-26 01:55:21,2004,5,26,1,55,21
36370,1231,1339,2004-05-26 01:55:31,2004,5,26,1,55,31
36371,576,1339,2004-05-26 01:55:53,2004,5,26,1,55,53
36372,1339,1231,2004-05-26 01:55:59,2004,5,26,1,55,59
36373,431,617,2004-05-26 01:56:38,2004,5,26,1,56,38
36374,576,1339,2004-05-26 01:57:03,2004,5,26,1,57,3
36375,1375,994,2004-05-26 01:57:05,2004,5,26,1,57,5
36376,576,1339,2004-05-26 01:57:11,2004,5,26,1,57,11
36377,871,1384,2004-05-26 01:57:39,2004,5,26,1,57,39
36378,800,1256,2004-05-26 01:58:05,2004,5,26,1,58,5
36379,596,994,2004-05-26 01:58:44,2004,5,26,1,58,44
36380,128,927,2004-05-26 01:59:06,2004,5,26,1,59,6
36381,699,1283,2004-05-26 01:59:33,2004,5,26,1,59,33
36382,596,994,2004-05-26 01:59:54,2004,5,26,1,59,54
36383,835,725,2004-05-26 02:00:07,2004,5,26,2,0,7
36384,770,1384,2004-05-26 02:00:41,2004,5,26,2,0,41
36385,986,725,2004-05-26 02:00:57,2004,5,26,2,0,57
36386,835,261,2004-05-26 02:01:03,2004,5,26,2,1,3
36387,994,454,2004-05-26 02:01:10,2004,5,26,2,1,10
36388,576,1339,2004-05-26 02:01:12,2004,5,26,2,1,12
36389,986,1036,2004-05-26 02:01:22,2004,5,26,2,1,22
36390,1284,131,2004-05-26 02:01:34,2004,5,26,2,1,34
36391,871,1384,2004-05-26 02:02:23,2004,5,26,2,2,23
36392,220,719,2004-05-26 02:02:52,2004,5,26,2,2,52
36393,1136,254,2004-05-26 02:03:04,2004,5,26,2,3,4
36394,415,1350,2004-05-26 02:03:54,2004,5,26,2,3,54
36395,576,1339,2004-05-26 02:05:14,2004,5,26,2,5,14
36396,1036,32,2004-05-26 02:05:27,2004,5,26,2,5,27
36397,994,596,2004-05-26 02:05:33,2004,5,26,2,5,33
36398,725,835,2004-05-26 02:05:51,2004,5,26,2,5,51
36399,1375,994,2004-05-26 02:06:01,2004,5,26,2,6,1
36400,131,1284,2004-05-26 02:06:14,2004,5,26,2,6,14
36401,1317,919,2004-05-26 02:06:46,2004,5,26,2,6,46
36402,32,1036,2004-05-26 02:06:59,2004,5,26,2,6,59
36403,770,1384,2004-05-26 02:07:54,2004,5,26,2,7,54
36404,1404,1219,2004-05-26 02:07:59,2004,5,26,2,7,59
36405,1255,1339,2004-05-26 02:10:41,2004,5,26,2,10,41
36406,835,725,2004-05-26 02:10:46,2004,5,26,2,10,46
36407,1255,878,2004-05-26 02:11:02,2004,5,26,2,11,2
36408,1244,1287,2004-05-26 02:11:14,2004,5,26,2,11,14
36409,596,994,2004-05-26 02:11:24,2004,5,26,2,11,24
36410,1317,817,2004-05-26 02:11:29,2004,5,26,2,11,29
36411,1339,1255,2004-05-26 02:11:45,2004,5,26,2,11,45
36412,1255,1339,2004-05-26 02:12:17,2004,5,26,2,12,17
36413,1284,131,2004-05-26 02:12:50,2004,5,26,2,12,50
36414,986,725,2004-05-26 02:12:55,2004,5,26,2,12,55
36415,1339,1255,2004-05-26 02:13:36,2004,5,26,2,13,36
36416,254,1244,2004-05-26 02:13:37,2004,5,26,2,13,37
36417,538,546,2004-05-26 02:13:44,2004,5,26,2,13,44
36418,131,1284,2004-05-26 02:13:49,2004,5,26,2,13,49
36419,431,617,2004-05-26 02:13:50,2004,5,26,2,13,50
36420,792,1297,2004-05-26 02:15:26,2004,5,26,2,15,26
36421,1236,1043,2004-05-26 02:16:26,2004,5,26,2,16,26
36422,1236,176,2004-05-26 02:17:02,2004,5,26,2,17,2
36423,1255,1339,2004-05-26 02:17:22,2004,5,26,2,17,22
36424,1136,254,2004-05-26 02:17:42,2004,5,26,2,17,42
36425,398,1359,2004-05-26 02:17:47,2004,5,26,2,17,47
36426,1236,990,2004-05-26 02:17:48,2004,5,26,2,17,48
36427,409,19,2004-05-26 02:17:49,2004,5,26,2,17,49
36428,725,835,2004-05-26 02:17:58,2004,5,26,2,17,58
36429,1339,1255,2004-05-26 02:18:05,2004,5,26,2,18,5
36430,1367,1138,2004-05-26 02:18:15,2004,5,26,2,18,15
36431,994,596,2004-05-26 02:18:32,2004,5,26,2,18,32
36432,342,63,2004-05-26 02:18:53,2004,5,26,2,18,53
36433,1255,1339,2004-05-26 02:19:03,2004,5,26,2,19,3
36434,576,1339,2004-05-26 02:19:13,2004,5,26,2,19,13
36435,1284,131,2004-05-26 02:20:04,2004,5,26,2,20,4
36436,1136,398,2004-05-26 02:20:04,2004,5,26,2,20,4
36437,1339,1255,2004-05-26 02:20:23,2004,5,26,2,20,23
36438,1136,254,2004-05-26 02:20:27,2004,5,26,2,20,27
36439,1089,1365,2004-05-26 02:21:12,2004,5,26,2,21,12
36440,1339,576,2004-05-26 02:21:15,2004,5,26,2,21,15
36441,9,1050,2004-05-26 02:21:47,2004,5,26,2,21,47
36442,770,396,2004-05-26 02:21:52,2004,5,26,2,21,52
36443,323,643,2004-05-26 02:22:12,2004,5,26,2,22,12
36444,323,643,2004-05-26 02:22:19,2004,5,26,2,22,19
36445,576,1339,2004-05-26 02:22:31,2004,5,26,2,22,31
36446,1403,1255,2004-05-26 02:22:45,2004,5,26,2,22,45
36447,1339,576,2004-05-26 02:23:20,2004,5,26,2,23,20
36448,131,1284,2004-05-26 02:23:21,2004,5,26,2,23,21
36449,1136,254,2004-05-26 02:23:49,2004,5,26,2,23,49
36450,503,102,2004-05-26 02:24:20,2004,5,26,2,24,20
36451,142,329,2004-05-26 02:24:25,2004,5,26,2,24,25
36452,643,323,2004-05-26 02:24:32,2004,5,26,2,24,32
36453,792,1036,2004-05-26 02:24:44,2004,5,26,2,24,44
36454,254,1136,2004-05-26 02:24:50,2004,5,26,2,24,50
36455,1404,1219,2004-05-26 02:25:04,2004,5,26,2,25,4
36456,323,341,2004-05-26 02:25:09,2004,5,26,2,25,9
36457,576,1339,2004-05-26 02:26:39,2004,5,26,2,26,39
36458,1136,254,2004-05-26 02:27:38,2004,5,26,2,27,38
36459,1033,701,2004-05-26 02:27:42,2004,5,26,2,27,42
36460,63,26,2004-05-26 02:28:09,2004,5,26,2,28,9
36461,1339,576,2004-05-26 02:28:33,2004,5,26,2,28,33
36462,323,367,2004-05-26 02:29:01,2004,5,26,2,29,1
36463,498,1072,2004-05-26 02:29:01,2004,5,26,2,29,1
36464,713,353,2004-05-26 02:29:21,2004,5,26,2,29,21
36465,576,1033,2004-05-26 02:29:25,2004,5,26,2,29,25
36466,596,994,2004-05-26 02:29:30,2004,5,26,2,29,30
36467,1117,856,2004-05-26 02:29:46,2004,5,26,2,29,46
36468,792,1297,2004-05-26 02:29:47,2004,5,26,2,29,47
36469,367,323,2004-05-26 02:29:54,2004,5,26,2,29,54
36470,752,1142,2004-05-26 02:29:55,2004,5,26,2,29,55
36471,725,719,2004-05-26 02:29:56,2004,5,26,2,29,56
36472,323,725,2004-05-26 02:30:01,2004,5,26,2,30,1
36473,254,1136,2004-05-26 02:30:24,2004,5,26,2,30,24
36474,323,643,2004-05-26 02:30:40,2004,5,26,2,30,40
36475,1033,1211,2004-05-26 02:30:54,2004,5,26,2,30,54
36476,323,367,2004-05-26 02:31:23,2004,5,26,2,31,23
36477,1138,254,2004-05-26 02:31:33,2004,5,26,2,31,33
36478,1136,254,2004-05-26 02:32:26,2004,5,26,2,32,26
36479,342,63,2004-05-26 02:32:30,2004,5,26,2,32,30
36480,191,1060,2004-05-26 02:32:36,2004,5,26,2,32,36
36481,6,422,2004-05-26 02:32:49,2004,5,26,2,32,49
36482,643,323,2004-05-26 02:33:00,2004,5,26,2,33,0
36483,367,323,2004-05-26 02:33:18,2004,5,26,2,33,18
36484,249,725,2004-05-26 02:33:25,2004,5,26,2,33,25
36485,1211,1033,2004-05-26 02:33:40,2004,5,26,2,33,40
36486,725,323,2004-05-26 02:33:51,2004,5,26,2,33,51
36487,1211,32,2004-05-26 02:33:51,2004,5,26,2,33,51
36488,323,643,2004-05-26 02:34:17,2004,5,26,2,34,17
36489,254,1138,2004-05-26 02:34:29,2004,5,26,2,34,29
36490,576,1339,2004-05-26 02:34:31,2004,5,26,2,34,31
36491,254,1136,2004-05-26 02:34:40,2004,5,26,2,34,40
36492,323,367,2004-05-26 02:34:53,2004,5,26,2,34,53
36493,323,725,2004-05-26 02:35:12,2004,5,26,2,35,12
36494,643,323,2004-05-26 02:35:27,2004,5,26,2,35,27
36495,1136,254,2004-05-26 02:35:31,2004,5,26,2,35,31
36496,1033,576,2004-05-26 02:35:53,2004,5,26,2,35,53
36497,367,323,2004-05-26 02:36:11,2004,5,26,2,36,11
36498,1033,1211,2004-05-26 02:36:12,2004,5,26,2,36,12
36499,1403,859,2004-05-26 02:36:25,2004,5,26,2,36,25
36500,725,323,2004-05-26 02:36:27,2004,5,26,2,36,27
36501,1339,576,2004-05-26 02:36:49,2004,5,26,2,36,49
36502,576,1033,2004-05-26 02:37:05,2004,5,26,2,37,5
36503,323,643,2004-05-26 02:37:12,2004,5,26,2,37,12
36504,1255,1339,2004-05-26 02:37:14,2004,5,26,2,37,14
36505,323,367,2004-05-26 02:37:35,2004,5,26,2,37,35
36506,1215,1317,2004-05-26 02:37:45,2004,5,26,2,37,45
36507,1255,1403,2004-05-26 02:37:47,2004,5,26,2,37,47
36508,1339,1255,2004-05-26 02:37:58,2004,5,26,2,37,58
36509,643,323,2004-05-26 02:38:05,2004,5,26,2,38,5
36510,1215,1136,2004-05-26 02:38:07,2004,5,26,2,38,7
36511,323,725,2004-05-26 02:39:15,2004,5,26,2,39,15
36512,1284,131,2004-05-26 02:39:17,2004,5,26,2,39,17
36513,1403,1255,2004-05-26 02:39:20,2004,5,26,2,39,20
36514,254,1136,2004-05-26 02:39:25,2004,5,26,2,39,25
36515,1033,576,2004-05-26 02:39:44,2004,5,26,2,39,44
36516,725,323,2004-05-26 02:40:04,2004,5,26,2,40,4
36517,719,725,2004-05-26 02:40:11,2004,5,26,2,40,11
36518,323,643,2004-05-26 02:40:24,2004,5,26,2,40,24
36519,576,1339,2004-05-26 02:40:33,2004,5,26,2,40,33
36520,323,725,2004-05-26 02:40:49,2004,5,26,2,40,49
36521,725,719,2004-05-26 02:40:53,2004,5,26,2,40,53
36522,835,725,2004-05-26 02:40:59,2004,5,26,2,40,59
36523,341,323,2004-05-26 02:41:13,2004,5,26,2,41,13
36524,323,367,2004-05-26 02:41:14,2004,5,26,2,41,14
36525,342,63,2004-05-26 02:41:15,2004,5,26,2,41,15
36526,991,101,2004-05-26 02:41:18,2004,5,26,2,41,18
36527,323,341,2004-05-26 02:41:41,2004,5,26,2,41,41
36528,350,1168,2004-05-26 02:41:42,2004,5,26,2,41,42
36529,725,323,2004-05-26 02:41:46,2004,5,26,2,41,46
36530,350,626,2004-05-26 02:42:15,2004,5,26,2,42,15
36531,725,835,2004-05-26 02:43:14,2004,5,26,2,43,14
36532,254,1211,2004-05-26 02:43:27,2004,5,26,2,43,27
36533,323,97,2004-05-26 02:43:29,2004,5,26,2,43,29
36534,1359,398,2004-05-26 02:43:56,2004,5,26,2,43,56
36535,341,323,2004-05-26 02:44:15,2004,5,26,2,44,15
36536,1215,1317,2004-05-26 02:44:22,2004,5,26,2,44,22
36537,26,1176,2004-05-26 02:44:23,2004,5,26,2,44,23
36538,576,1033,2004-05-26 02:44:32,2004,5,26,2,44,32
36539,26,63,2004-05-26 02:44:32,2004,5,26,2,44,32
36540,398,1359,2004-05-26 02:44:44,2004,5,26,2,44,44
36541,1339,576,2004-05-26 02:44:46,2004,5,26,2,44,46
36542,249,725,2004-05-26 02:44:52,2004,5,26,2,44,52
36543,249,725,2004-05-26 02:45:04,2004,5,26,2,45,4
36544,643,323,2004-05-26 02:45:11,2004,5,26,2,45,11
36545,856,1176,2004-05-26 02:45:41,2004,5,26,2,45,41
36546,1255,1339,2004-05-26 02:45:44,2004,5,26,2,45,44
36547,1255,1403,2004-05-26 02:45:59,2004,5,26,2,45,59
36548,131,1284,2004-05-26 02:46:21,2004,5,26,2,46,21
36549,1339,1255,2004-05-26 02:46:39,2004,5,26,2,46,39
36550,1215,1317,2004-05-26 02:47:18,2004,5,26,2,47,18
36551,835,725,2004-05-26 02:47:23,2004,5,26,2,47,23
36552,1403,1255,2004-05-26 02:47:40,2004,5,26,2,47,40
36553,1339,323,2004-05-26 02:47:43,2004,5,26,2,47,43
36554,1215,1317,2004-05-26 02:47:45,2004,5,26,2,47,45
36555,323,725,2004-05-26 02:47:56,2004,5,26,2,47,56
36556,576,1339,2004-05-26 02:48:12,2004,5,26,2,48,12
36557,323,341,2004-05-26 02:48:48,2004,5,26,2,48,48
36558,679,474,2004-05-26 02:48:51,2004,5,26,2,48,51
36559,323,643,2004-05-26 02:49:31,2004,5,26,2,49,31
36560,725,835,2004-05-26 02:49:37,2004,5,26,2,49,37
36561,1339,576,2004-05-26 02:49:42,2004,5,26,2,49,42
36562,576,1339,2004-05-26 02:50:15,2004,5,26,2,50,15
36563,341,323,2004-05-26 02:50:19,2004,5,26,2,50,19
36564,323,1339,2004-05-26 02:50:40,2004,5,26,2,50,40
36565,422,6,2004-05-26 02:50:54,2004,5,26,2,50,54
36566,725,323,2004-05-26 02:50:56,2004,5,26,2,50,56
36567,1283,1138,2004-05-26 02:51:13,2004,5,26,2,51,13
36568,1339,323,2004-05-26 02:51:39,2004,5,26,2,51,39
36569,871,267,2004-05-26 02:51:50,2004,5,26,2,51,50
36570,342,63,2004-05-26 02:52:01,2004,5,26,2,52,1
36571,323,341,2004-05-26 02:52:07,2004,5,26,2,52,7
36572,341,1255,2004-05-26 02:52:20,2004,5,26,2,52,20
36573,799,994,2004-05-26 02:52:21,2004,5,26,2,52,21
36574,576,1339,2004-05-26 02:53:10,2004,5,26,2,53,10
36575,6,422,2004-05-26 02:53:11,2004,5,26,2,53,11
36576,323,725,2004-05-26 02:53:25,2004,5,26,2,53,25
36577,323,1339,2004-05-26 02:53:42,2004,5,26,2,53,42
36578,341,323,2004-05-26 02:53:44,2004,5,26,2,53,44
36579,249,725,2004-05-26 02:53:53,2004,5,26,2,53,53
36580,1339,576,2004-05-26 02:54:27,2004,5,26,2,54,27
36581,725,323,2004-05-26 02:55:01,2004,5,26,2,55,1
36582,1339,323,2004-05-26 02:55:02,2004,5,26,2,55,2
36583,576,1339,2004-05-26 02:55:11,2004,5,26,2,55,11
36584,323,341,2004-05-26 02:55:14,2004,5,26,2,55,14
36585,834,1365,2004-05-26 02:56:02,2004,5,26,2,56,2
36586,342,63,2004-05-26 02:56:06,2004,5,26,2,56,6
36587,1284,131,2004-05-26 02:56:20,2004,5,26,2,56,20
36588,1215,1317,2004-05-26 02:56:33,2004,5,26,2,56,33
36589,323,1339,2004-05-26 02:56:52,2004,5,26,2,56,52
36590,576,1339,2004-05-26 02:57:01,2004,5,26,2,57,1
36591,1339,323,2004-05-26 02:57:22,2004,5,26,2,57,22
36592,367,323,2004-05-26 02:57:53,2004,5,26,2,57,53
36593,323,1339,2004-05-26 02:58:11,2004,5,26,2,58,11
36594,1339,576,2004-05-26 02:58:14,2004,5,26,2,58,14
36595,560,908,2004-05-26 02:58:19,2004,5,26,2,58,19
36596,1339,323,2004-05-26 02:58:41,2004,5,26,2,58,41
36597,1405,516,2004-05-26 02:58:49,2004,5,26,2,58,49
36598,323,367,2004-05-26 02:59:36,2004,5,26,2,59,36
36599,422,6,2004-05-26 03:00:09,2004,5,26,3,0,9
36600,342,63,2004-05-26 03:00:22,2004,5,26,3,0,22
36601,323,1339,2004-05-26 03:01:00,2004,5,26,3,1,0
36602,367,323,2004-05-26 03:01:40,2004,5,26,3,1,40
36603,1381,1033,2004-05-26 03:01:42,2004,5,26,3,1,42
36604,1339,323,2004-05-26 03:02:01,2004,5,26,3,2,1
36605,617,103,2004-05-26 03:02:06,2004,5,26,3,2,6
36606,503,605,2004-05-26 03:03:11,2004,5,26,3,3,11
36607,323,367,2004-05-26 03:03:21,2004,5,26,3,3,21
36608,792,1297,2004-05-26 03:03:54,2004,5,26,3,3,54
36609,1176,26,2004-05-26 03:03:54,2004,5,26,3,3,54
