,country,year,life_expectancy
65737,Swaziland,1884,32.3
65738,Sweden,1884,49.17
65739,Switzerland,1884,45.0
65740,Syria,1884,31.1
65741,Taiwan,1884,28.3
65742,Tajikistan,1884,24.04
65743,Tanzania,1884,32.2
65744,Thailand,1884,30.4
65745,Timor-Leste,1884,28.95
65746,Togo,1884,31.3
65748,Tonga,1884,28.2
65750,Trinidad and Tobago,1884,38.8
65751,Tunisia,1884,28.8
65752,Turkey,1884,35.0
65753,Turkmenistan,1884,22.26
65756,Uganda,1884,25.3
65757,Ukraine,1884,36.6
65758,United Arab Emirates,1884,30.7
65759,United Kingdom,1884,44.79
65760,United States,1884,41.73
65761,Uruguay,1884,32.9
65763,Uzbekistan,1884,26.73
65765,Vanuatu,1884,24.3
65766,Venezuela,1884,32.2
65767,West Bank and Gaza,1884,32.1
65769,Western Sahara,1884,34.75
65770,Vietnam,1884,32.0
65771,Virgin Islands (U.S.),1884,33.4
65774,Yemen,1884,23.39
65776,Zambia,1884,32.6
65777,Zimbabwe,1884,33.7
65779,South Sudan,1884,26.67
66301,Afghanistan,1885,27.34
66303,Albania,1885,35.4
66304,Algeria,1885,28.82
66307,Angola,1885,26.98
66309,Antigua and Barbuda,1885,33.54
66310,Argentina,1885,32.6
66311,Armenia,1885,34.0
66312,Aruba,1885,34.42
66313,Australia,1885,41.99
66314,Austria,1885,35.92
66315,Azerbaijan,1885,29.17
66316,Bahamas,1885,35.18
66317,Bahrain,1885,30.3
66318,Bangladesh,1885,23.43
66319,Barbados,1885,32.12
66320,Belarus,1885,36.2
66321,Belgium,1885,45.48
66322,Belize,1885,26.5
66323,Benin,1885,31.0
66325,Bhutan,1885,28.8
66326,Bolivia,1885,33.0
66327,Bosnia and Herzegovina,1885,35.1
66328,Botswana,1885,33.6
66329,Brazil,1885,31.98
66331,Brunei,1885,29.2
66332,Bulgaria,1885,39.54
66333,Burkina Faso,1885,29.2
66334,Burundi,1885,31.5
66335,Cambodia,1885,35.0
66336,Cameroon,1885,28.75
66337,Canada,1885,44.91
66338,Cape Verde,1885,33.8
66340,Central African Republic,1885,30.0
66341,Chad,1885,30.9
66343,Chile,1885,32.0
66344,China,1885,32.0
66347,Colombia,1885,32.0
66348,Comoros,1885,32.1
66349,"Congo, Dem. Rep.",1885,31.6
66350,"Congo, Rep.",1885,32.7
66352,Costa Rica,1885,30.2
66353,Cote d'Ivoire,1885,31.16
66354,Croatia,1885,36.1
66355,Cuba,1885,41.54
66356,Cyprus,1885,38.51
66357,Czech Republic,1885,34.98
66359,Denmark,1885,49.69
66360,Djibouti,1885,29.9
66362,Dominican Republic,1885,29.9
66364,Ecuador,1885,32.9
66365,Egypt,1885,33.0
66366,El Salvador,1885,28.7
66367,Equatorial Guinea,1885,29.8
66368,Eritrea,1885,30.2
66370,Estonia,1885,41.29
66371,Ethiopia,1885,29.7
66374,Fiji,1885,26.1
66375,Finland,1885,41.3
66376,France,1885,43.97
66377,French Guiana,1885,30.5
66378,French Polynesia,1885,25.6
66379,Gabon,1885,30.6
66380,Gambia,1885,28.8
66381,Georgia,1885,31.87
66382,Germany,1885,39.44
66383,Ghana,1885,28.0
66385,Greece,1885,37.46
66386,Greenland,1885,32.57
66387,Grenada,1885,37.3
66388,Guadeloupe,1885,27.66
66389,Guam,1885,27.5
66390,Guatemala,1885,25.81
66392,Guinea,1885,30.38
66393,Guinea-Bissau,1885,32.0
66394,Guyana,1885,31.12
66395,Haiti,1885,29.0
66397,Honduras,1885,33.9
66398,"Hong Kong, China",1885,34.9
66399,Hungary,1885,36.0
66400,Iceland,1885,45.46
66401,India,1885,24.97
66402,Indonesia,1885,30.0
66403,Iran,1885,25.6
66404,Iraq,1885,31.2
66405,Ireland,1885,45.17
66407,Israel,1885,32.0
66408,Italy,1885,36.83
66409,Jamaica,1885,37.8
66410,Japan,1885,37.33
66412,Jordan,1885,31.7
66413,Kazakhstan,1885,26.2
66414,Kenya,1885,25.5
66415,Kiribati,1885,24.9
66416,North Korea,1885,26.0
66417,South Korea,1885,25.8
66420,Kuwait,1885,26.0
66421,Kyrgyz Republic,1885,23.94
66422,Lao,1885,31.9
66423,Latvia,1885,41.3
66424,Lebanon,1885,29.7
66425,Lesotho,1885,32.8
66426,Liberia,1885,31.1
66427,Libya,1885,33.1
66429,Lithuania,1885,35.3
66430,Luxembourg,1885,39.92
66431,"Macao, China",1885,34.7
66432,"Macedonia, FYR",1885,36.1
66433,Madagascar,1885,30.5
66434,Malawi,1885,30.3
66435,Malaysia,1885,30.6
66436,Maldives,1885,32.65
66437,Mali,1885,26.41
66438,Malta,1885,34.85
66440,Martinique,1885,30.15
66441,Mauritania,1885,32.0
66442,Mauritius,1885,29.11
66443,Mayotte,1885,32.5
66444,Mexico,1885,26.9
66445,"Micronesia, Fed. Sts.",1885,26.7
66446,Moldova,1885,33.15
66448,Mongolia,1885,31.8
66449,Montenegro,1885,35.4
66451,Morocco,1885,33.1
66452,Mozambique,1885,30.28
66453,Myanmar,1885,30.8
66454,Namibia,1885,32.4
66456,Nepal,1885,32.8
66457,Netherlands,1885,43.3
66458,Netherlands Antilles,1885,34.41
66459,New Caledonia,1885,26.0
66460,New Zealand,1885,40.74
66462,Nicaragua,1885,25.4
66463,Niger,1885,30.8
66464,Nigeria,1885,30.4
66469,Norway,1885,51.06
66470,Oman,1885,32.3
66471,Pakistan,1885,26.97
66473,Panama,1885,32.9
66474,Papua New Guinea,1885,31.5
66475,Paraguay,1885,35.5
66476,Peru,1885,35.7
66477,Philippines,1885,30.9
66479,Poland,1885,35.9
66480,Portugal,1885,35.6
66481,Puerto Rico,1885,30.43
66482,Qatar,1885,30.8
66483,Reunion,1885,33.0
66484,Romania,1885,35.7
66485,Russia,1885,30.84
66486,Rwanda,1885,31.8
66490,St. Lucia,1885,28.01
66492,St. Vincent and the Grenadines,1885,25.99
66494,Samoa,1885,25.4
66496,Sao Tome and Principe,1885,31.0
66497,Saudi Arabia,1885,32.1
66498,Senegal,1885,25.2
66499,Serbia,1885,35.5
66502,Seychelles,1885,40.94
66503,Sierra Leone,1885,25.1
66504,Singapore,1885,34.0
66505,Slovak Republic,1885,36.4
66506,Slovenia,1885,36.6
66507,Solomon Islands,1885,25.1
66508,Somalia,1885,29.4
66510,South Africa,1885,33.5
66512,Spain,1885,30.28
66513,Sri Lanka,1885,32.6
66514,Sudan,1885,31.4
66515,Suriname,1885,32.9
66517,Swaziland,1885,32.3
66518,Sweden,1885,48.94
66519,Switzerland,1885,43.83
66520,Syria,1885,31.1
66521,Taiwan,1885,28.3
66522,Tajikistan,1885,24.24
66523,Tanzania,1885,32.2
66524,Thailand,1885,30.4
66525,Timor-Leste,1885,28.95
66526,Togo,1885,31.3
66528,Tonga,1885,28.2
66530,Trinidad and Tobago,1885,38.8
66531,Tunisia,1885,28.8
66532,Turkey,1885,35.0
66533,Turkmenistan,1885,22.46
66536,Uganda,1885,25.3
66537,Ukraine,1885,36.6
66538,United Arab Emirates,1885,30.7
66539,United Kingdom,1885,45.76
66540,United States,1885,42.31
66541,Uruguay,1885,32.9
66543,Uzbekistan,1885,26.93
66545,Vanuatu,1885,24.3
66546,Venezuela,1885,32.2
66547,West Bank and Gaza,1885,32.1
66549,Western Sahara,1885,34.75
66550,Vietnam,1885,32.0
66551,Virgin Islands (U.S.),1885,33.4
66554,Yemen,1885,23.39
66556,Zambia,1885,32.6
66557,Zimbabwe,1885,33.7
66559,South Sudan,1885,26.67
67081,Afghanistan,1886,27.33
67083,Albania,1886,35.4
67084,Algeria,1886,28.82
67087,Angola,1886,26.98
67089,Antigua and Barbuda,1886,33.54
67090,Argentina,1886,32.88
67091,Armenia,1886,34.2
67092,Aruba,1886,34.42
67093,Australia,1886,42.52
67094,Austria,1886,36.15
67095,Azerbaijan,1886,29.37
67096,Bahamas,1886,35.18
67097,Bahrain,1886,30.3
67098,Bangladesh,1886,23.2
67099,Barbados,1886,32.12
67100,Belarus,1886,36.2
67101,Belgium,1886,43.36
67102,Belize,1886,26.5
67103,Benin,1886,31.0
67105,Bhutan,1886,28.8
67106,Bolivia,1886,33.0
67107,Bosnia and Herzegovina,1886,35.1
67108,Botswana,1886,33.6
67109,Brazil,1886,31.98
67111,Brunei,1886,29.2
67112,Bulgaria,1886,39.58
67113,Burkina Faso,1886,29.2
67114,Burundi,1886,31.5
67115,Cambodia,1886,35.0
67116,Cameroon,1886,28.75
67117,Canada,1886,44.95
67118,Cape Verde,1886,33.8
67120,Central African Republic,1886,30.0
67121,Chad,1886,30.9
67123,Chile,1886,32.0
67124,China,1886,32.0
67127,Colombia,1886,32.0
67128,Comoros,1886,32.1
67129,"Congo, Dem. Rep.",1886,31.6
67130,"Congo, Rep.",1886,32.7
67132,Costa Rica,1886,30.2
67133,Cote d'Ivoire,1886,31.16
67134,Croatia,1886,36.1
67135,Cuba,1886,42.08
67136,Cyprus,1886,38.51
67137,Czech Republic,1886,34.98
67139,Denmark,1886,49.0
67140,Djibouti,1886,29.9
67142,Dominican Republic,1886,29.9
67144,Ecuador,1886,32.9
67145,Egypt,1886,33.0
67146,El Salvador,1886,28.7
67147,Equatorial Guinea,1886,29.8
67148,Eritrea,1886,30.2
67150,Estonia,1886,41.48
67151,Ethiopia,1886,29.7
67154,Fiji,1886,26.1
67155,Finland,1886,40.92
67156,France,1886,43.17
67157,French Guiana,1886,30.5
67158,French Polynesia,1886,25.6
67159,Gabon,1886,30.6
67160,Gambia,1886,28.8
67161,Georgia,1886,32.07
67162,Germany,1886,39.73
67163,Ghana,1886,28.0
67165,Greece,1886,37.58
67166,Greenland,1886,32.25
67167,Grenada,1886,37.3
67168,Guadeloupe,1886,27.66
67169,Guam,1886,27.5
67170,Guatemala,1886,25.81
67172,Guinea,1886,30.39
67173,Guinea-Bissau,1886,32.0
67174,Guyana,1886,31.12
67175,Haiti,1886,29.0
67177,Honduras,1886,33.9
67178,"Hong Kong, China",1886,34.9
67179,Hungary,1886,36.0
67180,Iceland,1886,44.97
67181,India,1886,24.85
67182,Indonesia,1886,30.0
67183,Iran,1886,25.6
67184,Iraq,1886,31.2
67185,Ireland,1886,45.44
67187,Israel,1886,32.0
67188,Italy,1886,35.1
67189,Jamaica,1886,36.9
67190,Japan,1886,37.4
67192,Jordan,1886,31.7
67193,Kazakhstan,1886,26.4
67194,Kenya,1886,25.5
67195,Kiribati,1886,24.9
67196,North Korea,1886,26.0
67197,South Korea,1886,25.8
67200,Kuwait,1886,26.0
67201,Kyrgyz Republic,1886,24.14
67202,Lao,1886,31.9
67203,Latvia,1886,41.63
67204,Lebanon,1886,29.7
67205,Lesotho,1886,32.8
67206,Liberia,1886,31.1
67207,Libya,1886,33.1
67209,Lithuania,1886,35.73
67210,Luxembourg,1886,40.42
67211,"Macao, China",1886,34.7
67212,"Macedonia, FYR",1886,36.1
67213,Madagascar,1886,30.5
67214,Malawi,1886,30.3
67215,Malaysia,1886,30.6
67216,Maldives,1886,32.65
67217,Mali,1886,26.41
67218,Malta,1886,35.32
67220,Martinique,1886,30.15
67221,Mauritania,1886,32.0
67222,Mauritius,1886,33.32
67223,Mayotte,1886,32.5
67224,Mexico,1886,26.9
67225,"Micronesia, Fed. Sts.",1886,26.7
67226,Moldova,1886,33.15
67228,Mongolia,1886,31.8
67229,Montenegro,1886,35.4
67231,Morocco,1886,33.1
67232,Mozambique,1886,30.28
67233,Myanmar,1886,30.8
67234,Namibia,1886,32.4
67236,Nepal,1886,32.8
67237,Netherlands,1886,41.98
67238,Netherlands Antilles,1886,34.41
67239,New Caledonia,1886,26.0
67240,New Zealand,1886,41.19
67242,Nicaragua,1886,25.4
67243,Niger,1886,30.8
67244,Nigeria,1886,30.4
67249,Norway,1886,51.72
67250,Oman,1886,32.3
67251,Pakistan,1886,27.1
67253,Panama,1886,32.9
67254,Papua New Guinea,1886,31.5
67255,Paraguay,1886,35.5
67256,Peru,1886,35.7
67257,Philippines,1886,30.9
67259,Poland,1886,36.2
67260,Portugal,1886,35.6
67261,Puerto Rico,1886,30.43
67262,Qatar,1886,30.8
67263,Reunion,1886,33.0
67264,Romania,1886,35.7
67265,Russia,1886,34.26
67266,Rwanda,1886,31.8
67270,St. Lucia,1886,28.01
67272,St. Vincent and the Grenadines,1886,25.99
67274,Samoa,1886,25.4
67276,Sao Tome and Principe,1886,31.0
67277,Saudi Arabia,1886,32.1
67278,Senegal,1886,25.2
67279,Serbia,1886,35.5
67282,Seychelles,1886,41.2
67283,Sierra Leone,1886,25.1
67284,Singapore,1886,34.0
67285,Slovak Republic,1886,36.4
67286,Slovenia,1886,36.6
67287,Solomon Islands,1886,25.1
67288,Somalia,1886,29.4
67290,South Africa,1886,33.5
67292,Spain,1886,30.54
67293,Sri Lanka,1886,32.6
67294,Sudan,1886,31.4
67295,Suriname,1886,32.9
67297,Swaziland,1886,32.3
67298,Sweden,1886,50.6
67299,Switzerland,1886,44.68
67300,Syria,1886,31.1
67301,Taiwan,1886,28.3
67302,Tajikistan,1886,24.44
67303,Tanzania,1886,32.2
67304,Thailand,1886,30.4
67305,Timor-Leste,1886,28.95
67306,Togo,1886,31.3
67308,Tonga,1886,28.2
67310,Trinidad and Tobago,1886,38.8
67311,Tunisia,1886,28.8
67312,Turkey,1886,35.0
67313,Turkmenistan,1886,22.66
67316,Uganda,1886,25.3
67317,Ukraine,1886,36.6
67318,United Arab Emirates,1886,30.7
67319,United Kingdom,1886,45.33
67320,United States,1886,42.89
67321,Uruguay,1886,32.9
67323,Uzbekistan,1886,27.13
67325,Vanuatu,1886,24.3
67326,Venezuela,1886,32.2
67327,West Bank and Gaza,1886,32.1
67329,Western Sahara,1886,34.75
67330,Vietnam,1886,32.0
67331,Virgin Islands (U.S.),1886,33.4
67334,Yemen,1886,23.39
67336,Zambia,1886,32.6
67337,Zimbabwe,1886,33.7
67339,South Sudan,1886,26.67
67861,Afghanistan,1887,27.32
67863,Albania,1887,35.4
67864,Algeria,1887,28.82
67867,Angola,1887,26.98
67869,Antigua and Barbuda,1887,33.54
67870,Argentina,1887,33.16
67871,Armenia,1887,34.4
67872,Aruba,1887,34.42
67873,Australia,1887,43.05
67874,Austria,1887,36.38
67875,Azerbaijan,1887,29.57
67876,Bahamas,1887,35.18
67877,Bahrain,1887,30.3
67878,Bangladesh,1887,23.08
67879,Barbados,1887,32.12
67880,Belarus,1887,36.2
67881,Belgium,1887,46.06
67882,Belize,1887,26.5
67883,Benin,1887,31.0
67885,Bhutan,1887,28.8
67886,Bolivia,1887,33.0
67887,Bosnia and Herzegovina,1887,35.1
67888,Botswana,1887,33.6
67889,Brazil,1887,31.98
67891,Brunei,1887,29.2
67892,Bulgaria,1887,39.63
67893,Burkina Faso,1887,29.2
67894,Burundi,1887,31.5
67895,Cambodia,1887,35.0
67896,Cameroon,1887,28.75
67897,Canada,1887,45.0
67898,Cape Verde,1887,33.8
67900,Central African Republic,1887,30.0
67901,Chad,1887,30.9
67903,Chile,1887,32.0
67904,China,1887,32.0
67907,Colombia,1887,32.0
67908,Comoros,1887,32.1
67909,"Congo, Dem. Rep.",1887,31.6
67910,"Congo, Rep.",1887,32.7
67912,Costa Rica,1887,30.2
67913,Cote d'Ivoire,1887,31.16
67914,Croatia,1887,36.1
67915,Cuba,1887,42.62
67916,Cyprus,1887,38.51
67917,Czech Republic,1887,34.98
67919,Denmark,1887,48.71
67920,Djibouti,1887,29.9
67922,Dominican Republic,1887,29.9
67924,Ecuador,1887,32.9
67925,Egypt,1887,33.0
67926,El Salvador,1887,28.7
67927,Equatorial Guinea,1887,29.8
67928,Eritrea,1887,30.2
67930,Estonia,1887,41.68
67931,Ethiopia,1887,29.7
67934,Fiji,1887,26.1
67935,Finland,1887,45.6
67936,France,1887,43.75
67937,French Guiana,1887,30.5
67938,French Polynesia,1887,25.6
67939,Gabon,1887,30.6
67940,Gambia,1887,28.8
67941,Georgia,1887,32.27
67942,Germany,1887,40.03
67943,Ghana,1887,28.0
67945,Greece,1887,37.7
67946,Greenland,1887,31.92
67947,Grenada,1887,37.3
67948,Guadeloupe,1887,27.66
67949,Guam,1887,27.5
67950,Guatemala,1887,25.81
67952,Guinea,1887,30.4
67953,Guinea-Bissau,1887,32.0
67954,Guyana,1887,31.12
67955,Haiti,1887,29.0
67957,Honduras,1887,33.9
67958,"Hong Kong, China",1887,34.9
67959,Hungary,1887,36.0
67960,Iceland,1887,40.6
67961,India,1887,24.74
67962,Indonesia,1887,30.0
67963,Iran,1887,25.6
67964,Iraq,1887,31.2
67965,Ireland,1887,45.7
67967,Israel,1887,32.0
67968,Italy,1887,35.97
67969,Jamaica,1887,35.5
67970,Japan,1887,37.47
67972,Jordan,1887,31.7
67973,Kazakhstan,1887,26.6
67974,Kenya,1887,25.5
67975,Kiribati,1887,24.9
67976,North Korea,1887,26.0
67977,South Korea,1887,25.8
67980,Kuwait,1887,26.0
67981,Kyrgyz Republic,1887,24.34
67982,Lao,1887,31.9
67983,Latvia,1887,41.97
67984,Lebanon,1887,29.7
67985,Lesotho,1887,32.8
67986,Liberia,1887,31.1
67987,Libya,1887,33.1
67989,Lithuania,1887,36.15
67990,Luxembourg,1887,40.93
67991,"Macao, China",1887,34.7
67992,"Macedonia, FYR",1887,36.1
67993,Madagascar,1887,30.5
67994,Malawi,1887,30.3
67995,Malaysia,1887,30.6
67996,Maldives,1887,32.65
67997,Mali,1887,26.41
67998,Malta,1887,35.79
68000,Martinique,1887,30.15
68001,Mauritania,1887,32.0
68002,Mauritius,1887,28.08
68003,Mayotte,1887,32.5
68004,Mexico,1887,26.9
68005,"Micronesia, Fed. Sts.",1887,26.7
68006,Moldova,1887,33.15
68008,Mongolia,1887,31.8
68009,Montenegro,1887,35.4
68011,Morocco,1887,33.1
68012,Mozambique,1887,30.28
68013,Myanmar,1887,30.8
68014,Namibia,1887,32.4
68016,Nepal,1887,32.8
68017,Netherlands,1887,44.99
68018,Netherlands Antilles,1887,34.41
68019,New Caledonia,1887,26.0
68020,New Zealand,1887,41.64
68022,Nicaragua,1887,25.4
68023,Niger,1887,30.8
68024,Nigeria,1887,30.4
68029,Norway,1887,51.69
68030,Oman,1887,32.3
68031,Pakistan,1887,26.71
68033,Panama,1887,32.9
68034,Papua New Guinea,1887,31.5
68035,Paraguay,1887,35.5
68036,Peru,1887,35.7
68037,Philippines,1887,30.9
68039,Poland,1887,36.5
68040,Portugal,1887,35.6
68041,Puerto Rico,1887,30.43
68042,Qatar,1887,30.8
68043,Reunion,1887,33.0
68044,Romania,1887,35.7
68045,Russia,1887,33.24
68046,Rwanda,1887,31.8
68050,St. Lucia,1887,28.01
68052,St. Vincent and the Grenadines,1887,25.99
68054,Samoa,1887,25.4
68056,Sao Tome and Principe,1887,31.0
68057,Saudi Arabia,1887,32.1
68058,Senegal,1887,25.2
68059,Serbia,1887,35.5
68062,Seychelles,1887,41.46
68063,Sierra Leone,1887,25.1
68064,Singapore,1887,34.0
68065,Slovak Republic,1887,36.4
68066,Slovenia,1887,36.6
68067,Solomon Islands,1887,25.1
68068,Somalia,1887,29.4
68070,South Africa,1887,33.5
68072,Spain,1887,30.8
68073,Sri Lanka,1887,32.6
68074,Sudan,1887,31.4
68075,Suriname,1887,32.9
68077,Swaziland,1887,32.3
68078,Sweden,1887,51.46
68079,Switzerland,1887,45.44
68080,Syria,1887,31.1
68081,Taiwan,1887,28.3
68082,Tajikistan,1887,24.64
68083,Tanzania,1887,32.2
68084,Thailand,1887,30.4
68085,Timor-Leste,1887,28.95
68086,Togo,1887,31.3
68088,Tonga,1887,28.2
68090,Trinidad and Tobago,1887,38.8
68091,Tunisia,1887,28.8
68092,Turkey,1887,35.0
68093,Turkmenistan,1887,22.86
68096,Uganda,1887,25.3
68097,Ukraine,1887,36.6
68098,United Arab Emirates,1887,30.7
68099,United Kingdom,1887,45.65
68100,United States,1887,43.47
68101,Uruguay,1887,32.9
68103,Uzbekistan,1887,27.33
68105,Vanuatu,1887,24.3
68106,Venezuela,1887,32.2
68107,West Bank and Gaza,1887,32.1
68109,Western Sahara,1887,34.75
68110,Vietnam,1887,32.0
68111,Virgin Islands (U.S.),1887,33.4
68114,Yemen,1887,23.39
68116,Zambia,1887,32.6
68117,Zimbabwe,1887,33.7
68119,South Sudan,1887,26.67
68641,Afghanistan,1888,27.31
68643,Albania,1888,35.4
68644,Algeria,1888,28.82
68647,Angola,1888,26.98
68649,Antigua and Barbuda,1888,33.54
68650,Argentina,1888,33.44
68651,Armenia,1888,34.6
68652,Aruba,1888,34.42
68653,Australia,1888,43.58
68654,Austria,1888,36.61
68655,Azerbaijan,1888,29.77
68656,Bahamas,1888,35.18
68657,Bahrain,1888,30.3
68658,Bangladesh,1888,22.96
68659,Barbados,1888,32.12
68660,Belarus,1888,36.2
68661,Belgium,1888,44.92
68662,Belize,1888,26.5
68663,Benin,1888,31.0
68665,Bhutan,1888,28.8
68666,Bolivia,1888,33.0
68667,Bosnia and Herzegovina,1888,35.1
68668,Botswana,1888,33.6
68669,Brazil,1888,31.98
68671,Brunei,1888,29.2
68672,Bulgaria,1888,39.67
68673,Burkina Faso,1888,29.2
68674,Burundi,1888,31.5
68675,Cambodia,1888,35.0
68676,Cameroon,1888,28.75
68677,Canada,1888,45.04
68678,Cape Verde,1888,33.8
68680,Central African Republic,1888,30.0
68681,Chad,1888,30.9
68683,Chile,1888,32.0
68684,China,1888,32.0
68687,Colombia,1888,32.0
68688,Comoros,1888,32.1
68689,"Congo, Dem. Rep.",1888,31.6
68690,"Congo, Rep.",1888,32.7
68692,Costa Rica,1888,30.2
68693,Cote d'Ivoire,1888,31.16
68694,Croatia,1888,36.1
68695,Cuba,1888,43.16
68696,Cyprus,1888,38.51
68697,Czech Republic,1888,34.99
68699,Denmark,1888,46.71
68700,Djibouti,1888,29.9
68702,Dominican Republic,1888,29.9
68704,Ecuador,1888,32.9
68705,Egypt,1888,33.0
68706,El Salvador,1888,28.7
68707,Equatorial Guinea,1888,29.8
68708,Eritrea,1888,30.2
68710,Estonia,1888,41.88
68711,Ethiopia,1888,17.0
68714,Fiji,1888,26.1
68715,Finland,1888,45.16
68716,France,1888,44.15
68717,French Guiana,1888,30.5
68718,French Polynesia,1888,25.6
68719,Gabon,1888,30.6
68720,Gambia,1888,28.8
68721,Georgia,1888,32.47
68722,Germany,1888,40.32
68723,Ghana,1888,28.0
68725,Greece,1888,37.86
68726,Greenland,1888,31.6
68727,Grenada,1888,37.3
68728,Guadeloupe,1888,27.66
68729,Guam,1888,27.5
68730,Guatemala,1888,25.81
68732,Guinea,1888,30.41
68733,Guinea-Bissau,1888,32.0
68734,Guyana,1888,31.12
68735,Haiti,1888,29.0
68737,Honduras,1888,33.9
68738,"Hong Kong, China",1888,34.9
68739,Hungary,1888,36.0
68740,Iceland,1888,46.8
68741,India,1888,24.42
68742,Indonesia,1888,30.0
68743,Iran,1888,25.6
68744,Iraq,1888,31.2
68745,Ireland,1888,45.96
68747,Israel,1888,32.0
68748,Italy,1888,36.92
68749,Jamaica,1888,38.6
68750,Japan,1888,37.54
68752,Jordan,1888,31.7
68753,Kazakhstan,1888,26.8
68754,Kenya,1888,25.5
68755,Kiribati,1888,24.9
68756,North Korea,1888,26.0
68757,South Korea,1888,25.8
68760,Kuwait,1888,26.0
68761,Kyrgyz Republic,1888,24.54
68762,Lao,1888,31.9
68763,Latvia,1888,42.3
68764,Lebanon,1888,29.7
68765,Lesotho,1888,32.8
68766,Liberia,1888,31.1
68767,Libya,1888,33.1
68769,Lithuania,1888,36.58
68770,Luxembourg,1888,41.43
68771,"Macao, China",1888,34.7
68772,"Macedonia, FYR",1888,36.1
68773,Madagascar,1888,30.5
68774,Malawi,1888,30.3
68775,Malaysia,1888,30.6
68776,Maldives,1888,32.65
68777,Mali,1888,26.41
68778,Malta,1888,36.26
68780,Martinique,1888,30.15
68781,Mauritania,1888,32.0
68782,Mauritius,1888,31.75
68783,Mayotte,1888,32.5
68784,Mexico,1888,26.9
68785,"Micronesia, Fed. Sts.",1888,26.7
68786,Moldova,1888,33.15
68788,Mongolia,1888,31.8
68789,Montenegro,1888,35.4
68791,Morocco,1888,33.1
68792,Mozambique,1888,30.28
68793,Myanmar,1888,30.8
68794,Namibia,1888,32.4
68796,Nepal,1888,32.8
68797,Netherlands,1888,44.22
68798,Netherlands Antilles,1888,34.41
68799,New Caledonia,1888,26.0
68800,New Zealand,1888,42.08
68802,Nicaragua,1888,25.4
68803,Niger,1888,30.8
68804,Nigeria,1888,30.4
68809,Norway,1888,50.38
68810,Oman,1888,32.3
68811,Pakistan,1888,26.32
68813,Panama,1888,32.9
68814,Papua New Guinea,1888,31.5
68815,Paraguay,1888,35.5
68816,Peru,1888,35.7
68817,Philippines,1888,30.9
68819,Poland,1888,36.81
68820,Portugal,1888,35.6
68821,Puerto Rico,1888,30.43
68822,Qatar,1888,30.8
68823,Reunion,1888,33.0
68824,Romania,1888,35.7
68825,Russia,1888,33.14
68826,Rwanda,1888,31.8
68830,St. Lucia,1888,28.01
68832,St. Vincent and the Grenadines,1888,25.99
68834,Samoa,1888,25.4
68836,Sao Tome and Principe,1888,31.0
68837,Saudi Arabia,1888,32.1
68838,Senegal,1888,25.2
68839,Serbia,1888,35.5
68842,Seychelles,1888,41.72
68843,Sierra Leone,1888,25.1
68844,Singapore,1888,34.0
68845,Slovak Republic,1888,36.4
68846,Slovenia,1888,36.6
68847,Solomon Islands,1888,25.1
68848,Somalia,1888,29.4
68850,South Africa,1888,33.5
68852,Spain,1888,31.06
68853,Sri Lanka,1888,32.6
68854,Sudan,1888,31.4
68855,Suriname,1888,32.9
68857,Swaziland,1888,32.3
68858,Sweden,1888,52.35
68859,Switzerland,1888,45.97
68860,Syria,1888,31.1
68861,Taiwan,1888,28.3
68862,Tajikistan,1888,24.84
68863,Tanzania,1888,32.2
68864,Thailand,1888,30.4
68865,Timor-Leste,1888,28.95
68866,Togo,1888,31.3
68868,Tonga,1888,28.2
68870,Trinidad and Tobago,1888,38.8
68871,Tunisia,1888,28.8
68872,Turkey,1888,35.0
68873,Turkmenistan,1888,23.06
68876,Uganda,1888,25.3
68877,Ukraine,1888,36.6
68878,United Arab Emirates,1888,30.7
68879,United Kingdom,1888,46.81
68880,United States,1888,44.05
68881,Uruguay,1888,32.9
68883,Uzbekistan,1888,27.53
68885,Vanuatu,1888,24.3
68886,Venezuela,1888,32.2
68887,West Bank and Gaza,1888,32.1
68889,Western Sahara,1888,34.75
68890,Vietnam,1888,32.0
68891,Virgin Islands (U.S.),1888,33.4
68894,Yemen,1888,23.39
68896,Zambia,1888,32.6
68897,Zimbabwe,1888,33.7
68899,South Sudan,1888,26.67
69421,Afghanistan,1889,27.3
69423,Albania,1889,35.4
69424,Algeria,1889,28.82
69427,Angola,1889,26.98
69429,Antigua and Barbuda,1889,33.54
69430,Argentina,1889,33.72
69431,Armenia,1889,34.8
69432,Aruba,1889,34.42
69433,Australia,1889,44.11
69434,Austria,1889,36.84
69435,Azerbaijan,1889,29.97
69436,Bahamas,1889,35.18
69437,Bahrain,1889,30.3
69438,Bangladesh,1889,22.84
69439,Barbados,1889,32.12
69440,Belarus,1889,36.2
69441,Belgium,1889,45.07
69442,Belize,1889,26.5
69443,Benin,1889,31.0
69445,Bhutan,1889,28.8
69446,Bolivia,1889,33.0
69447,Bosnia and Herzegovina,1889,35.1
69448,Botswana,1889,33.6
69449,Brazil,1889,31.98
69451,Brunei,1889,29.2
69452,Bulgaria,1889,39.72
69453,Burkina Faso,1889,29.2
69454,Burundi,1889,31.5
69455,Cambodia,1889,35.0
69456,Cameroon,1889,28.75
69457,Canada,1889,45.09
69458,Cape Verde,1889,33.8
69460,Central African Republic,1889,30.0
69461,Chad,1889,30.9
69463,Chile,1889,32.0
69464,China,1889,32.0
69467,Colombia,1889,32.0
