,Salary,CareerSatisfaction,HoursPerWeek,JobSatisfaction,StackOverflowSatisfaction
11305,,9.0,,9.0,8.0
11306,52258.064516129,8.0,1.0,8.0,6.0
11307,,5.0,1.0,6.0,9.0
11308,,7.0,,7.0,9.0
11309,,8.0,,9.0,
11310,,8.0,1.0,,8.0
11311,,6.0,1.0,4.0,10.0
11312,,9.0,,8.0,8.0
11313,,8.0,,8.0,7.0
11314,,10.0,,9.0,
11315,,6.0,3.0,,8.0
11316,2500.0,8.0,,7.0,8.0
11317,,,2.0,,7.0
11318,,,,,10.0
11319,,8.0,,,10.0
11320,,8.0,,8.0,6.0
11321,,8.0,,8.0,9.0
11322,,9.0,,9.0,8.0
11323,,4.0,,4.0,
11324,,6.0,,,
11325,,5.0,,,9.0
11326,120000.0,10.0,,9.0,7.0
11327,,8.0,,8.0,8.0
11328,,,,,8.0
11329,,,,,
11330,,7.0,,,
11331,,7.0,1.0,,8.0
11332,,8.0,,7.0,8.0
11333,,9.0,0.0,9.0,10.0
11334,125000.0,8.0,,,8.0
11335,,10.0,0.0,10.0,
11336,,9.0,2.0,8.0,8.0
11337,,4.0,0.0,5.0,
11338,,,3.0,,
11339,,9.0,,9.0,7.0
11340,,0.0,2.0,,10.0
11341,35000.0,8.0,,7.0,10.0
11342,17000.0,6.0,1.0,2.0,9.0
11343,,8.0,,6.0,10.0
11344,18735.3629976581,3.0,1.0,6.0,9.0
11345,75757.5757575758,7.0,0.0,8.0,8.0
11346,,8.0,,7.0,
11347,,5.0,1.0,5.0,10.0
11348,,8.0,1.0,8.0,8.0
11349,54510.0,9.0,1.0,9.0,8.0
11350,,,0.0,,10.0
11351,,8.0,3.0,8.0,7.0
11352,,9.0,10.0,10.0,10.0
11353,65000.0,8.0,,5.0,8.0
11354,14301.0752688172,7.0,,10.0,9.0
11355,21505.376344086002,10.0,,10.0,8.0
11356,60606.06060606059,8.0,0.0,4.0,10.0
11357,,,1.0,,10.0
11358,140000.0,8.0,,8.0,8.0
11359,,8.0,,8.0,10.0
11360,,8.0,1.0,,10.0
11361,56060.6060606061,10.0,2.0,8.0,10.0
11362,,8.0,,8.0,
11363,,5.0,6.0,,5.0
11364,,,,,10.0
11365,10666.6666666667,4.0,,7.0,4.0
11366,,10.0,16.0,9.0,10.0
11367,45454.5454545455,8.0,0.0,,10.0
11368,,,1.0,,9.0
11369,,6.0,0.0,,9.0
11370,,,,,10.0
11371,,7.0,,6.0,10.0
11372,78000.0,9.0,4.0,3.0,10.0
11373,,,,,6.0
11374,,,0.0,,9.0
11375,,8.0,,5.0,
11376,22222.2222222222,8.0,,9.0,10.0
11377,,,2.0,,10.0
11378,95000.0,6.0,0.0,6.0,8.0
11379,40860.2150537634,8.0,0.0,8.0,9.0
11380,,3.0,,,10.0
11381,,,,,9.0
11382,106060.60606060599,9.0,,9.0,8.0
11383,,4.0,10.0,5.0,10.0
11384,130000.0,7.0,1.0,8.0,7.0
11385,,9.0,5.0,7.0,10.0
11386,,7.0,,5.0,
11387,94696.96969696971,7.0,0.0,8.0,8.0
11388,,10.0,,9.0,9.0
11389,25806.451612903198,7.0,,8.0,8.0
11390,81000.0,6.0,2.0,6.0,9.0
11391,,8.0,0.0,8.0,10.0
11392,,7.0,0.0,7.0,7.0
11393,,8.0,,8.0,
11394,,6.0,4.0,5.0,7.0
11395,,10.0,12.0,10.0,
11396,,8.0,0.0,,10.0
11397,,,0.0,,
11398,1935.48387096774,8.0,,8.0,8.0
11399,,4.0,2.0,6.0,7.0
11400,,,5.0,,6.0
11401,55000.0,8.0,,2.0,7.0
11402,,10.0,5.0,7.0,
11403,,7.0,40.0,10.0,6.0
11404,,,,,9.0
11405,105000.0,8.0,2.0,8.0,9.0
11406,,8.0,,10.0,10.0
11407,,8.0,,9.0,8.0
11408,,8.0,1.0,9.0,9.0
11409,,7.0,,8.0,7.0
11410,,7.0,4.0,7.0,7.0
11411,,6.0,0.0,5.0,6.0
11412,,7.0,,8.0,10.0
11413,,7.0,,8.0,5.0
11414,,8.0,4.0,7.0,10.0
11415,100000.0,5.0,,5.0,9.0
11416,,9.0,2.0,6.0,
11417,,6.0,,6.0,6.0
11418,,7.0,0.0,8.0,
11419,14814.8148148148,7.0,1.0,3.0,8.0
11420,27956.9892473118,7.0,,7.0,8.0
11421,,10.0,0.0,9.0,7.0
11422,,8.0,0.0,8.0,
11423,,8.0,,7.0,8.0
11424,,,,,10.0
11425,,5.0,4.0,6.0,10.0
11426,66666.6666666667,7.0,1.0,8.0,8.0
11427,,10.0,0.0,7.0,9.0
11428,35483.8709677419,9.0,5.0,0.0,10.0
11429,60606.06060606059,10.0,1.0,9.0,10.0
11430,,7.0,0.0,7.0,10.0
11431,,10.0,,8.0,9.0
11432,,5.0,1.0,5.0,7.0
11433,,6.0,6.0,9.0,6.0
11434,56989.247311827996,8.0,0.0,9.0,7.0
11435,,8.0,0.0,8.0,9.0
11436,100000.0,9.0,,9.0,9.0
11437,,6.0,6.0,5.0,8.0
11438,92000.0,7.0,1.0,4.0,10.0
11439,70000.0,8.0,,7.0,8.0
11440,,8.0,,10.0,9.0
11441,28395.061728395096,8.0,,9.0,10.0
11442,,6.0,,7.0,
11443,,8.0,,8.0,10.0
11444,,6.0,2.0,7.0,9.0
11445,,,2.0,,8.0
11446,,,1.0,,9.0
11447,,7.0,0.0,7.0,8.0
11448,,,20.0,,10.0
11449,,,,,8.0
11450,,10.0,0.0,9.0,10.0
11451,120000.0,8.0,,9.0,9.0
11452,,,,,7.0
11453,145000.0,7.0,,9.0,8.0
11454,,,,,8.0
11455,,1.0,10.0,,
11456,,8.0,,9.0,10.0
11457,,,,,8.0
11458,,,,,
11459,,,4.0,,8.0
11460,,7.0,1.0,5.0,
11461,,6.0,3.0,6.0,10.0
11462,,7.0,0.0,,
11463,,6.0,2.0,6.0,5.0
11464,,7.0,1.0,8.0,9.0
11465,,7.0,9.0,4.0,9.0
11466,,8.0,35.0,,9.0
11467,,4.0,3.0,5.0,8.0
11468,120000.0,10.0,0.0,5.0,10.0
11469,53763.440860215094,10.0,,10.0,10.0
11470,,7.0,,10.0,10.0
11471,,3.0,,,8.0
11472,18750.0,6.0,,8.0,7.0
11473,114000.0,7.0,1.0,7.0,8.0
11474,,10.0,,9.0,
11475,50000.0,9.0,5.0,9.0,9.0
11476,42500.0,8.0,4.0,0.0,10.0
11477,112000.0,8.0,1.0,7.0,9.0
11478,,9.0,,10.0,
11479,,8.0,,8.0,10.0
11480,,5.0,6.0,3.0,8.0
11481,,8.0,,9.0,
11482,,10.0,,10.0,
11483,,8.0,1.0,8.0,8.0
11484,,,,,10.0
11485,,3.0,,9.0,
11486,,6.0,,7.0,
11487,112878.787878788,9.0,,8.0,7.0
11488,,,,,8.0
11489,,7.0,,8.0,6.0
11490,106250.0,8.0,2.0,8.0,9.0
11491,,9.0,1.0,7.0,8.0
11492,30540.3288958496,8.0,,9.0,9.0
11493,,8.0,,9.0,10.0
11494,32258.064516128998,10.0,0.0,9.0,9.0
11495,,8.0,,8.0,6.0
11496,,,,,8.0
11497,,7.0,,7.0,
11498,,7.0,1.0,5.0,7.0
11499,,8.0,2.0,7.0,10.0
11500,,8.0,2.0,7.0,9.0
11501,,,,,
11502,55000.0,9.0,,9.0,8.0
11503,,7.0,1.0,2.0,4.0
11504,,,,,8.0
11505,,,,,10.0
11506,,2.0,1.0,2.0,8.0
11507,70454.5454545455,7.0,5.0,7.0,8.0
11508,,9.0,,7.0,7.0
11509,9032.258064516129,8.0,,8.0,9.0
11510,,7.0,,8.0,
11511,90000.0,8.0,,8.0,8.0
11512,90000.0,8.0,,8.0,
11513,,7.0,,7.0,10.0
11514,,7.0,,7.0,9.0
11515,22580.645161290297,7.0,,6.0,8.0
11516,,7.0,8.0,7.0,
11517,14095.536413469099,10.0,,10.0,8.0
11518,130000.0,6.0,2.0,7.0,7.0
11519,645.1612903225811,8.0,3.0,6.0,9.0
11520,57000.0,9.0,0.0,9.0,8.0
11521,70000.0,6.0,0.0,8.0,8.0
11522,,8.0,,8.0,9.0
11523,75000.0,9.0,,8.0,8.0
11524,,,,,
11525,125000.0,9.0,,7.0,5.0
11526,,,,,8.0
11527,,,,,6.0
11528,,8.0,,8.0,
11529,,7.0,,7.0,7.0
11530,,9.0,2.0,8.0,8.0
11531,,5.0,,3.0,10.0
11532,,,,,7.0
11533,,4.0,4.0,4.0,7.0
11534,,,,,
11535,,,0.0,,8.0
11536,,8.0,0.0,8.0,8.0
11537,,10.0,,10.0,
11538,,9.0,5.0,9.0,9.0
11539,67000.0,9.0,1.0,7.0,9.0
11540,,4.0,1.0,4.0,7.0
11541,58000.0,10.0,5.0,8.0,9.0
11542,,,,,
11543,,10.0,,10.0,10.0
11544,,,,,
11545,,10.0,2.0,10.0,8.0
11546,,,,,
11547,,8.0,1.0,8.0,8.0
11548,,8.0,,7.0,6.0
11549,,,,,
11550,91397.8494623656,9.0,,8.0,8.0
11551,,7.0,,10.0,4.0
11552,,7.0,0.0,8.0,
11553,41250.0,7.0,,7.0,10.0
11554,,9.0,,9.0,10.0
11555,,8.0,0.0,8.0,9.0
11556,,6.0,0.0,3.0,9.0
11557,,3.0,,2.0,
11558,,,0.0,,9.0
11559,,8.0,3.0,7.0,8.0
11560,,6.0,2.0,6.0,7.0
11561,,6.0,,8.0,
11562,,6.0,,5.0,
11563,5505.799442078989,3.0,1.0,3.0,6.0
11564,,10.0,0.0,9.0,7.0
11565,,,1.0,,8.0
11566,,6.0,2.0,6.0,8.0
11567,,2.0,,0.0,10.0
11568,,7.0,1.0,10.0,8.0
11569,,7.0,,7.0,
11570,,10.0,,8.0,10.0
11571,,,,,
11572,,8.0,3.0,,
11573,17441.8604651163,8.0,2.0,8.0,9.0
11574,,,,,10.0
11575,,9.0,,8.0,8.0
11576,,10.0,,,6.0
11577,,9.0,,8.0,
11578,,9.0,0.0,8.0,10.0
11579,,,1.0,,10.0
11580,95000.0,8.0,1.0,8.0,8.0
11581,120000.0,9.0,,8.0,8.0
11582,,10.0,,8.0,9.0
11583,,8.0,,8.0,
11584,69696.9696969697,8.0,,8.0,8.0
11585,,,2.0,,10.0
11586,,4.0,,4.0,
11587,106000.0,9.0,1.0,7.0,9.0
11588,,,2.0,,
11589,,10.0,,9.0,
11590,,2.0,3.0,5.0,10.0
11591,65000.0,3.0,,5.0,8.0
11592,,,2.0,,
11593,,10.0,,10.0,10.0
11594,,10.0,1.0,8.0,9.0
11595,95000.0,8.0,1.0,6.0,6.0
11596,,8.0,1.0,6.0,
11597,,7.0,12.0,7.0,
11598,,10.0,,5.0,
11599,29629.6296296296,7.0,,6.0,8.0
11600,,6.0,,6.0,
11601,,,,,8.0
11602,,,0.0,,9.0
11603,67500.0,9.0,,9.0,10.0
11604,,,2.0,,10.0
11605,80000.0,9.0,3.0,8.0,9.0
11606,76515.1515151515,7.0,1.0,5.0,7.0
11607,,,,,
11608,,10.0,,10.0,
11609,82000.0,7.0,1.0,5.0,10.0
11610,,9.0,39.0,7.0,
11611,,,2.0,,
11612,47625.0,3.0,1.0,5.0,9.0
11613,,4.0,,4.0,
11614,,5.0,1.0,4.0,4.0
11615,130000.0,8.0,,6.0,9.0
11616,,10.0,,10.0,
11617,117832.0,8.0,4.0,3.0,9.0
11618,,8.0,,,10.0
11619,,6.0,1.0,6.0,7.0
11620,,7.0,,8.0,10.0
11621,25200.0,7.0,,7.0,9.0
11622,,9.0,,7.0,9.0
11623,,8.0,0.0,8.0,9.0
11624,,9.0,,8.0,6.0
11625,50000.0,10.0,0.0,10.0,10.0
11626,,,,,
11627,,7.0,,5.0,
11628,91500.0,9.0,1.0,7.0,9.0
11629,,10.0,,9.0,7.0
11630,,6.0,,4.0,
11631,,,,,
11632,105000.0,7.0,,6.0,
11633,,5.0,,,8.0
11634,,5.0,,4.0,9.0
11635,,6.0,,7.0,
11636,109000.0,9.0,,4.0,5.0
11637,,9.0,,7.0,10.0
11638,,5.0,,5.0,8.0
11639,,8.0,,8.0,
11640,72000.0,8.0,,8.0,10.0
11641,,,,,
11642,,5.0,,5.0,
11643,77000.0,6.0,3.0,5.0,10.0
11644,,5.0,2.0,4.0,
11645,,6.0,,7.0,
11646,,6.0,,,
11647,,6.0,,5.0,9.0
11648,,,20.0,,10.0
11649,,,10.0,,8.0
11650,,7.0,2.0,4.0,8.0
11651,83000.0,7.0,4.0,7.0,9.0
11652,134000.0,8.0,,7.0,3.0
11653,56818.181818181794,10.0,,10.0,6.0
11654,150000.0,5.0,0.0,5.0,10.0
11655,,6.0,,6.0,9.0
11656,68181.8181818182,8.0,,10.0,9.0
11657,,,,,7.0
11658,83000.0,7.0,,7.0,6.0
11659,,,,,9.0
11660,104000.0,9.0,,8.0,8.0
11661,,,1.0,,
11662,60000.0,7.0,,6.0,10.0
11663,125000.0,8.0,1.0,7.0,9.0
11664,,,,,
11665,,,,,7.0
11666,135000.0,9.0,,3.0,10.0
11667,69696.9696969697,6.0,2.0,8.0,8.0
11668,,7.0,28.0,7.0,10.0
11669,,,4.0,,7.0
11670,,10.0,,10.0,
11671,47090.4223313247,7.0,,7.0,10.0
11672,,9.0,,10.0,
11673,,8.0,4.0,7.0,9.0
11674,,7.0,,5.0,
11675,,,,,7.0
11676,,,,,7.0
11677,,,,,
11678,,8.0,,7.0,7.0
11679,63750.0,8.0,1.0,8.0,9.0
11680,,7.0,,6.0,8.0
11681,,5.0,,7.0,10.0
11682,135000.0,9.0,,9.0,10.0
11683,,,40.0,,9.0
11684,,,,,
11685,150000.0,8.0,,8.0,8.0
11686,,8.0,,9.0,6.0
11687,,9.0,,10.0,
11688,14534.8837209302,7.0,,7.0,7.0
11689,10488.676996424301,8.0,0.0,6.0,10.0
11690,,8.0,0.0,7.0,
11691,,8.0,4.0,3.0,8.0
11692,100000.0,3.0,,8.0,8.0
11693,5000.0,10.0,4.0,4.0,8.0
11694,106060.60606060599,7.0,,6.0,10.0
11695,63000.0,8.0,,7.0,9.0
11696,78000.0,8.0,1.0,7.0,10.0
11697,,,,,7.0
11698,,5.0,,4.0,
11699,,,2.0,,10.0
11700,,,,,
11701,,3.0,,5.0,
11702,,7.0,21.0,7.0,
11703,,8.0,,3.0,9.0
11704,,10.0,,8.0,
11705,,10.0,,10.0,
11706,,9.0,,8.0,
11707,,,,,
11708,140000.0,8.0,,7.0,8.0
11709,,7.0,,7.0,
11710,137500.0,9.0,,8.0,10.0
11711,68040.0,6.0,,6.0,7.0
11712,35971.2230215827,10.0,,10.0,10.0
11713,120000.0,6.0,3.0,4.0,7.0
11714,,10.0,0.0,7.0,
11715,,7.0,,,
11716,65000.0,8.0,,8.0,10.0
11717,,,5.0,,8.0
11718,,,,,
11719,,9.0,,,
11720,,0.0,6.0,8.0,5.0
11721,116000.0,7.0,0.0,6.0,9.0
11722,,8.0,,8.0,6.0
11723,,9.0,1.0,9.0,9.0
11724,33566.433566433596,6.0,,6.0,
11725,12631.578947368402,8.0,,8.0,
11726,,2.0,40.0,,10.0
11727,175000.0,9.0,,8.0,7.0
11728,30303.030303030297,7.0,4.0,3.0,
11729,,10.0,,10.0,10.0
11730,110000.0,5.0,,5.0,5.0
11731,,9.0,2.0,9.0,9.0
11732,95000.0,7.0,1.0,7.0,8.0
11733,128571.428571429,7.0,,8.0,6.0
11734,,8.0,3.0,8.0,9.0
11735,120000.0,7.0,11.0,10.0,9.0
11736,4500.0,7.0,4.0,7.0,9.0
11737,,5.0,20.0,5.0,
11738,60000.0,6.0,,8.0,8.0
11739,123000.0,7.0,,9.0,10.0
11740,,10.0,7.0,5.0,10.0
11741,,6.0,1.0,6.0,
11742,95000.0,9.0,,9.0,9.0
11743,,,,,9.0
11744,,,0.0,,
11745,,10.0,,10.0,10.0
11746,,5.0,,5.0,
11747,,9.0,0.0,5.0,10.0
11748,,8.0,10.0,5.0,8.0
11749,2500.0,4.0,2.0,4.0,
11750,73400.0,4.0,,4.0,
11751,,9.0,,9.0,8.0
11752,,8.0,2.0,6.0,8.0
11753,,7.0,2.0,5.0,7.0
11754,98484.8484848485,8.0,,9.0,10.0
11755,,7.0,0.0,6.0,9.0
11756,,6.0,,7.0,7.0
11757,,9.0,1.0,7.0,6.0
11758,,7.0,,5.0,10.0
11759,,,,,
11760,,,,,
11761,,7.0,2.0,9.0,3.0
11762,36000.0,10.0,1.0,10.0,9.0
11763,,9.0,,9.0,7.0
11764,,,5.0,,8.0
11765,,8.0,,8.0,10.0
11766,,6.0,25.0,,8.0
11767,,9.0,,10.0,8.0
11768,,10.0,,10.0,
11769,,9.0,1.0,9.0,
11770,,6.0,,7.0,
11771,,9.0,,6.0,
11772,,6.0,,5.0,
11773,,10.0,40.0,10.0,8.0
11774,,2.0,,3.0,5.0
11775,,,12.0,,8.0
11776,48387.096774193495,7.0,,7.0,9.0
11777,,9.0,15.0,8.0,
11778,,9.0,,10.0,
11779,151515.15151515199,9.0,,9.0,9.0
11780,,9.0,0.0,9.0,10.0
11781,75000.0,6.0,,7.0,9.0
11782,,,8.0,,8.0
11783,2004.45434298441,10.0,0.0,9.0,8.0
11784,,8.0,0.0,8.0,8.0
11785,,7.0,8.0,7.0,10.0
11786,51200.0,8.0,0.0,6.0,10.0
11787,,9.0,15.0,,10.0
11788,,5.0,7.0,5.0,6.0
11789,,5.0,,5.0,
11790,,6.0,1.0,6.0,7.0
11791,,0.0,,0.0,
11792,,,2.0,,7.0
11793,,10.0,,10.0,
11794,,0.0,14.0,,10.0
11795,,2.0,,6.0,7.0
11796,,6.0,0.0,0.0,9.0
11797,6166.49537512847,4.0,8.0,6.0,10.0
11798,13213.918660989599,8.0,0.0,7.0,8.0
11799,98484.8484848485,10.0,,10.0,8.0
11800,,6.0,1.0,5.0,8.0
11801,4404.63955366319,4.0,,2.0,7.0
11802,32258.064516128998,6.0,,6.0,8.0
11803,,7.0,1.0,7.0,10.0
11804,,6.0,,6.0,9.0
11805,,7.0,20.0,7.0,
11806,17949.2932465784,7.0,0.0,9.0,8.0
11807,,7.0,0.0,7.0,9.0
11808,,10.0,,9.0,8.0
11809,,7.0,5.0,9.0,8.0
11810,,10.0,0.0,10.0,9.0
11811,,10.0,,8.0,10.0
11812,,8.0,,8.0,10.0
11813,3010.7526881720396,8.0,2.0,7.0,10.0
11814,,,,,7.0
11815,,8.0,1.0,,
11816,100000.0,8.0,,9.0,
11817,,,3.0,,8.0
11818,,9.0,5.0,9.0,
11819,,6.0,4.0,6.0,
11820,90909.0909090909,7.0,0.0,6.0,6.0
11821,,7.0,,8.0,10.0
11822,,6.0,,7.0,
11823,,5.0,6.0,5.0,
11824,89285.71428571429,7.0,4.0,9.0,10.0
11825,135000.0,7.0,,7.0,9.0
11826,,,4.0,,
11827,,8.0,,,10.0
11828,,10.0,0.0,10.0,10.0
11829,71969.696969697,8.0,1.0,8.0,
11830,,6.0,30.0,,10.0
11831,814.814814814815,6.0,,5.0,
11832,,10.0,,10.0,8.0
11833,,7.0,10.0,7.0,10.0
11834,108000.0,8.0,,8.0,10.0
11835,,5.0,40.0,,10.0
11836,,10.0,,10.0,
11837,,9.0,,10.0,9.0
11838,32000.0,5.0,0.0,9.0,8.0
11839,,6.0,6.0,4.0,10.0
11840,,6.0,0.0,6.0,8.0
11841,,,,,8.0
11842,,6.0,,6.0,
11843,,8.0,,7.0,7.0
11844,29.5603753480219,6.0,1.0,7.0,9.0
11845,,1.0,5.0,1.0,3.0
11846,1234.79656726554,8.0,0.0,6.0,9.0
11847,106.060606060606,8.0,0.0,7.0,10.0
11848,21380.846325167,9.0,,3.0,9.0
11849,,7.0,1.0,8.0,
11850,31976.7441860465,4.0,40.0,0.0,10.0
11851,30714.2857142857,10.0,,8.0,7.0
11852,,,,,
11853,24731.1827956989,6.0,,7.0,8.0
11854,,6.0,,8.0,8.0
11855,,5.0,,4.0,
11856,,2.0,8.0,5.0,
11857,142000.0,8.0,,8.0,7.0
11858,,5.0,,3.0,
11859,,4.0,1.0,7.0,7.0
11860,,8.0,,8.0,9.0
11861,92000.0,6.0,0.0,8.0,7.0
11862,,7.0,,8.0,9.0
11863,110000.0,8.0,,9.0,9.0
11864,,9.0,1.0,8.0,8.0
11865,55913.9784946237,9.0,,9.0,9.0
11866,,8.0,,8.0,9.0
11867,2.17983651226158,8.0,1.0,7.0,8.0
11868,,,20.0,,5.0
11869,115000.0,10.0,,9.0,9.0
11870,,7.0,,7.0,
11871,,7.0,,6.0,
11872,32258.064516128998,7.0,,7.0,9.0
11873,64285.7142857143,7.0,,8.0,7.0
11874,40860.2150537634,7.0,,8.0,8.0
11875,,8.0,1.0,8.0,9.0
11876,29364.2636910879,7.0,,8.0,9.0
11877,,10.0,,10.0,
11878,,5.0,1.0,0.0,10.0
11879,,7.0,3.0,8.0,9.0
11880,,5.0,19.0,5.0,10.0
11881,,8.0,1.0,8.0,8.0
11882,,9.0,0.0,7.0,9.0
11883,25763.358778626,8.0,,8.0,9.0
11884,14301.0752688172,9.0,2.0,7.0,10.0
11885,,4.0,1.0,5.0,
11886,83732.057416268,9.0,,8.0,
11887,28387.096774193502,7.0,0.0,8.0,9.0
11888,14817.558807186499,8.0,,9.0,10.0
11889,130000.0,9.0,,9.0,10.0
11890,,9.0,,9.0,8.0
11891,,9.0,21.0,9.0,9.0
11892,81818.1818181818,8.0,,9.0,8.0
11893,,8.0,0.0,8.0,
11894,,9.0,,10.0,10.0
11895,,6.0,4.0,7.0,9.0
11896,,9.0,,8.0,8.0
11897,,7.0,,8.0,9.0
11898,,,2.0,,9.0
11899,,9.0,8.0,8.0,
11900,,10.0,5.0,10.0,
11901,3461.53846153846,7.0,,7.0,10.0
11902,,7.0,5.0,7.0,10.0
11903,2473.1182795698896,5.0,1.0,6.0,
11904,,10.0,2.0,8.0,
11905,,6.0,,7.0,10.0
11906,,7.0,,8.0,
11907,,9.0,,3.0,
11908,,,,,
11909,,7.0,,7.0,10.0
11910,75268.8172043011,9.0,,10.0,6.0
11911,,,,,
11912,94623.6559139785,9.0,,10.0,
11913,20430.1075268817,10.0,1.0,8.0,9.0
11914,,9.0,0.0,9.0,
11915,,8.0,40.0,10.0,
11916,,,,,8.0
11917,,8.0,,8.0,
11918,,5.0,,,
11919,,8.0,,9.0,8.0
11920,,8.0,,9.0,
11921,,7.0,2.0,5.0,9.0
11922,,,,,10.0
11923,1505.3763440860198,8.0,,6.0,8.0
11924,,8.0,,9.0,8.0
11925,103571.428571429,5.0,2.0,3.0,8.0
11926,,7.0,,8.0,
11927,,8.0,,8.0,10.0
11928,29032.2580645161,9.0,2.0,9.0,10.0
11929,37634.4086021505,10.0,,10.0,10.0
11930,,0.0,,0.0,
11931,65591.3978494624,7.0,1.0,7.0,8.0
11932,,,,,
11933,100000.0,10.0,,10.0,10.0
11934,,8.0,,,7.0
11935,,10.0,,9.0,10.0
11936,,0.0,4.0,0.0,
11937,,8.0,,5.0,10.0
11938,,7.0,,9.0,10.0
11939,130000.0,3.0,,10.0,10.0
11940,129032.25806451599,9.0,1.0,9.0,8.0
11941,42000.0,8.0,16.0,6.0,8.0
11942,,8.0,,7.0,9.0
11943,,8.0,,10.0,10.0
11944,,,0.0,,10.0
11945,,7.0,,6.0,8.0
11946,,,1.0,,
11947,78750.0,6.0,,8.0,9.0
11948,9300.0,8.0,2.0,8.0,8.0
11949,,5.0,14.0,,9.0
11950,,9.0,,9.0,10.0
11951,,,,,
11952,,,15.0,,
11953,,7.0,,7.0,
11954,,8.0,2.0,7.0,9.0
11955,,8.0,4.0,6.0,5.0
11956,100000.0,7.0,,7.0,8.0
11957,,,,,10.0
11958,48387.096774193495,7.0,,8.0,9.0
11959,,7.0,,8.0,9.0
11960,,8.0,,10.0,
11961,64516.1290322581,8.0,1.0,7.0,8.0
11962,78750.0,7.0,,8.0,8.0
11963,55303.030303030304,7.0,1.0,7.0,8.0
11964,,,0.0,,10.0
11965,,5.0,1.0,7.0,7.0
11966,10277.492291880799,3.0,4.0,1.0,7.0
11967,48387.096774193495,7.0,,6.0,8.0
11968,18064.5161290323,9.0,0.0,8.0,10.0
11969,,8.0,,7.0,9.0
11970,,5.0,,5.0,
11971,,4.0,,4.0,
11972,,7.0,,7.0,9.0
11973,,8.0,,,9.0
11974,,7.0,4.0,5.0,
11975,,,,,
11976,,,0.0,,8.0
11977,,7.0,4.0,7.0,8.0
11978,,8.0,20.0,8.0,
11979,87500.0,7.0,1.0,8.0,7.0
11980,,5.0,,6.0,7.0
11981,,7.0,0.0,7.0,7.0
11982,,7.0,1.0,6.0,
11983,,10.0,0.0,6.0,10.0
11984,,8.0,1.0,8.0,
11985,,6.0,10.0,4.0,
11986,,,7.0,,6.0
11987,35769.2307692308,5.0,0.0,6.0,10.0
11988,,6.0,1.0,4.0,8.0
11989,,7.0,,3.0,10.0
11990,,10.0,26.0,7.0,
11991,,8.0,,8.0,7.0
11992,61538.4615384615,8.0,3.0,9.0,9.0
11993,,,,,
11994,,5.0,4.0,5.0,9.0
11995,,7.0,,7.0,
11996,,,1.0,,8.0
11997,,7.0,,7.0,8.0
11998,46236.559139784906,7.0,1.0,8.0,9.0
11999,,7.0,0.0,7.0,9.0
12000,12903.225806451599,10.0,1.0,3.0,9.0
12001,,6.0,,8.0,8.0
12002,,,1.0,,9.0
12003,,7.0,,7.0,8.0
12004,,8.0,,7.0,
12005,,10.0,,10.0,
12006,,6.0,,3.0,
12007,,10.0,2.0,8.0,10.0
12008,,,,,
12009,,8.0,,6.0,
12010,,3.0,1.0,6.0,9.0
12011,,,,,
12012,,6.0,1.0,6.0,8.0
12013,,10.0,,10.0,
12014,23225.8064516129,8.0,,6.0,8.0
12015,,10.0,,10.0,9.0
12016,,8.0,1.0,8.0,
12017,,7.0,,8.0,10.0
12018,,5.0,2.0,5.0,
12019,90909.0909090909,7.0,1.0,7.0,7.0
12020,,8.0,,6.0,7.0
12021,50322.580645161295,4.0,,5.0,8.0
12022,,,4.0,,
12023,51827.6346604216,10.0,,10.0,9.0
12024,26881.7204301075,9.0,,9.0,9.0
12025,,7.0,,6.0,
12026,,6.0,0.0,4.0,5.0
12027,,7.0,0.0,8.0,7.0
12028,26726.0579064588,7.0,1.0,7.0,9.0
12029,,,,,
12030,,9.0,,10.0,10.0
12031,,7.0,,7.0,10.0
12032,,9.0,,8.0,
12033,,8.0,2.0,6.0,9.0
12034,30107.5268817204,10.0,,9.0,8.0
12035,1200.0,8.0,1.0,8.0,9.0
12036,17204.3010752688,6.0,,9.0,10.0
12037,,4.0,2.0,5.0,10.0
12038,35000.0,9.0,1.0,8.0,9.0
12039,32258.064516128998,7.0,1.0,7.0,8.0
12040,,1.0,1.0,1.0,8.0
12041,,7.0,2.0,5.0,9.0
12042,,6.0,26.0,7.0,7.0
12043,,6.0,,6.0,8.0
12044,,8.0,,8.0,
12045,,8.0,1.0,9.0,9.0
12046,32500.0,7.0,0.0,5.0,8.0
12047,,,,,7.0
12048,,6.0,0.0,6.0,
12049,,8.0,,7.0,8.0
12050,,7.0,,7.0,7.0
12051,79545.4545454545,6.0,4.0,3.0,9.0
12052,,6.0,34.0,,
12053,,8.0,,6.0,
12054,,3.0,3.0,4.0,
12055,34862.9320619785,8.0,1.0,8.0,10.0
12056,,,,,
12057,,7.0,,9.0,
12058,,10.0,0.0,10.0,
12059,,,,,
12060,37119.5248700817,9.0,0.0,9.0,9.0
12061,,9.0,0.0,8.0,6.0
12062,,10.0,,10.0,8.0
12063,,5.0,5.0,2.0,8.0
12064,37500.0,10.0,2.0,8.0,
12065,,9.0,,8.0,
12066,48387.096774193495,8.0,,7.0,9.0
12067,,8.0,2.0,5.0,5.0
12068,40600.0,8.0,1.0,6.0,8.0
12069,,6.0,,6.0,9.0
12070,,10.0,1.0,10.0,
12071,,4.0,2.0,4.0,8.0
