Date (MM/DD/YYYY),  Carrier Code,Flight Number,Tail Number,Destination Airport ,Scheduled Departure Time,Actual Departure Time,Scheduled Elapsed Time(Minutes),Actual Elapsed Time(Minutes),Departure Delay(Minutes),Wheels-off Time,Taxi-out Time(Minutes),DelayCarrier(Minutes),DelayWeather(Minutes),DelayNational Aviation System(Minutes),DelaySecurity(Minutes),DelayLate Aircraft Arrival(Minutes),Unnamed: 17
2015-07-07,  WN,3054.0,N949WN,PDX,18:45,19:11,245.0,223.0,26.0,19:19,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,3304.0,N210WN,ATL,18:10,18:06,135.0,136.0,-4.0,18:15,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,3307.0,N620SW,HRL,09:15,09:11,60.0,57.0,-4.0,09:20,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,3933.0,N730SW,ELP,10:40,10:37,90.0,84.0,-3.0,10:50,13.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,3937.0,N570WN,DAL,08:10,00:00,60.0,0.0,0.0,00:00,0.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,4195.0,N522SW,ELP,14:25,14:26,90.0,85.0,1.0,14:37,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,4551.0,N608SW,DEN,08:30,09:27,125.0,145.0,57.0,09:39,12.0,13.0,0.0,20.0,0.0,44.0,
2015-07-07,  WN,4621.0,N354SW,SAN,11:35,11:39,175.0,175.0,4.0,11:51,12.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,4630.0,N621SW,DEN,05:50,05:50,130.0,136.0,0.0,06:01,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,4819.0,N565WN,PHX,17:25,17:26,150.0,147.0,1.0,17:35,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,4913.0,N444WN,TPA,11:35,11:30,140.0,138.0,-5.0,11:40,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,4924.0,N7815L,LAX,16:00,16:49,185.0,190.0,49.0,16:59,10.0,49.0,0.0,5.0,0.0,0.0,
2015-07-07,  WN,4927.0,N8651A,DCA,12:40,13:11,195.0,195.0,31.0,13:21,10.0,0.0,0.0,31.0,0.0,0.0,
2015-07-07,  WN,5888.0,N514SW,DAL,20:00,20:45,55.0,53.0,45.0,20:54,9.0,0.0,0.0,0.0,0.0,43.0,
2015-07-08,  WN,103.0,N8649A,MDW,06:30,06:32,165.0,134.0,2.0,06:41,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,144.0,N8648A,SAN,20:55,21:06,170.0,176.0,11.0,21:15,9.0,0.0,0.0,6.0,0.0,11.0,
2015-07-08,  WN,178.0,N719SW,ELP,20:30,20:28,90.0,89.0,-2.0,20:40,12.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,232.0,N628SW,ATL,05:45,05:49,135.0,135.0,4.0,05:59,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,238.0,N7811F,DAL,12:30,13:34,55.0,51.0,64.0,13:42,8.0,0.0,0.0,60.0,0.0,0.0,
2015-07-08,  WN,285.0,N514SW,DAL,09:25,09:22,55.0,54.0,-3.0,09:31,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,311.0,N960WN,MDW,15:05,15:18,150.0,136.0,13.0,15:26,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,329.0,N514SW,HOU,16:00,16:08,50.0,42.0,8.0,16:15,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,341.0,N297WN,OAK,18:00,18:00,225.0,215.0,0.0,18:09,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,356.0,N7736A,PHX,20:10,20:46,140.0,140.0,36.0,20:54,8.0,0.0,0.0,0.0,0.0,36.0,
2015-07-08,  WN,359.0,N243WN,EWR,06:45,06:42,225.0,211.0,-3.0,06:51,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,419.0,N429WN,MDW,18:15,18:39,155.0,137.0,24.0,18:47,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,454.0,N515SW,HOU,11:30,11:29,50.0,47.0,-1.0,11:40,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,554.0,N489WN,DEN,20:25,20:23,135.0,133.0,-2.0,20:37,14.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,556.0,N8642E,BWI,06:00,05:59,200.0,202.0,-1.0,06:12,13.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,604.0,N8618N,DEN,14:50,14:55,130.0,146.0,5.0,15:08,13.0,0.0,0.0,21.0,0.0,0.0,
2015-07-08,  WN,622.0,N957WN,MSY,07:20,07:25,85.0,79.0,5.0,07:36,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,626.0,N226WN,HOU,05:35,05:44,45.0,45.0,9.0,05:52,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,657.0,N959WN,DAL,17:25,17:25,55.0,53.0,0.0,17:37,12.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,658.0,N7818L,DEN,10:45,10:57,130.0,116.0,12.0,11:06,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,664.0,N629SW,SJC,06:35,06:32,220.0,234.0,-3.0,06:47,15.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,686.0,N8659D,MCO,17:25,17:44,155.0,152.0,19.0,17:53,9.0,3.0,0.0,0.0,0.0,13.0,
2015-07-08,  WN,709.0,N613SW,FLL,11:10,11:33,165.0,160.0,23.0,11:41,8.0,1.0,0.0,0.0,0.0,17.0,
2015-07-08,  WN,771.0,N963WN,HOU,18:40,18:38,50.0,43.0,-2.0,18:46,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,801.0,N639SW,DAL,15:35,15:37,60.0,56.0,2.0,15:49,12.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,829.0,N397SW,BWI,17:10,18:01,205.0,200.0,51.0,18:16,15.0,0.0,0.0,0.0,0.0,46.0,
2015-07-08,  WN,836.0,N8670A,BNA,13:30,13:27,120.0,114.0,-3.0,13:34,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,857.0,N392SW,DAL,10:30,10:33,55.0,59.0,3.0,10:48,15.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,862.0,N8622A,SJC,18:35,18:46,215.0,234.0,11.0,19:05,19.0,6.0,0.0,19.0,0.0,5.0,
2015-07-08,  WN,891.0,N527SW,LBB,16:20,16:19,70.0,68.0,-1.0,16:32,13.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,893.0,N200WN,LAS,05:35,05:33,165.0,165.0,-2.0,05:44,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,1017.0,N511SW,DAL,06:30,07:32,60.0,44.0,62.0,07:38,6.0,46.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,1030.0,N8306H,PHX,12:25,12:23,140.0,140.0,-2.0,12:32,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,1249.0,N944WN,LAX,05:30,05:48,185.0,193.0,18.0,05:59,11.0,18.0,0.0,8.0,0.0,0.0,
2015-07-08,  WN,1255.0,N392SW,BNA,05:10,05:08,120.0,118.0,-2.0,05:16,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,1403.0,N8622A,LAS,11:25,11:34,165.0,172.0,9.0,11:51,17.0,7.0,0.0,7.0,0.0,2.0,
2015-07-08,  WN,1694.0,N720WN,PHX,07:00,07:00,140.0,143.0,0.0,07:13,13.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,1901.0,N317WN,MCO,10:25,10:23,155.0,156.0,-2.0,10:31,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,2263.0,N445WN,DAL,18:40,18:44,55.0,58.0,4.0,18:58,14.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,2284.0,N415WN,FLL,16:45,18:44,165.0,167.0,119.0,19:03,19.0,119.0,0.0,2.0,0.0,0.0,
2015-07-08,  WN,2495.0,N7719A,SNA,07:35,07:36,180.0,180.0,1.0,07:43,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,2876.0,N295WN,STL,13:25,13:29,120.0,110.0,4.0,13:39,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,2950.0,N418WN,DAL,14:05,14:09,55.0,51.0,4.0,14:17,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,3047.0,N379SW,LAS,20:20,22:26,165.0,173.0,126.0,22:36,10.0,0.0,0.0,8.0,0.0,126.0,
2015-07-08,  WN,3054.0,N295WN,PDX,18:45,19:00,245.0,228.0,15.0,19:09,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,3304.0,N751SW,ATL,18:10,18:10,135.0,148.0,0.0,18:25,15.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,3307.0,N625SW,HRL,09:15,09:11,60.0,65.0,-4.0,09:24,13.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,3933.0,N211WN,ELP,10:40,10:36,90.0,85.0,-4.0,10:45,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,3937.0,N760SW,DAL,08:10,08:06,60.0,55.0,-4.0,08:16,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,4195.0,N524SW,ELP,14:25,15:03,90.0,88.0,38.0,15:13,10.0,0.0,0.0,0.0,0.0,36.0,
2015-07-08,  WN,4551.0,N912WN,DEN,08:30,08:53,125.0,124.0,23.0,09:02,9.0,0.0,0.0,0.0,0.0,22.0,
2015-07-08,  WN,4621.0,N646SW,SAN,11:35,11:34,175.0,174.0,-1.0,11:43,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,4630.0,N613SW,DEN,05:50,05:53,130.0,139.0,3.0,06:09,16.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,4819.0,N7741C,PHX,17:25,17:24,150.0,141.0,-1.0,17:36,12.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,4913.0,N376SW,TPA,11:35,11:45,140.0,144.0,10.0,11:54,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,4924.0,N238WN,LAX,16:00,16:00,185.0,201.0,0.0,16:14,14.0,0.0,0.0,16.0,0.0,0.0,
2015-07-08,  WN,4927.0,N8648A,DCA,12:40,12:35,195.0,181.0,-5.0,12:46,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-08,  WN,5888.0,N526SW,DAL,20:00,19:56,55.0,52.0,-4.0,20:08,12.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,103.0,N8665D,MDW,06:30,06:29,165.0,149.0,-1.0,06:45,16.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,144.0,N8626B,SAN,20:55,20:51,170.0,168.0,-4.0,20:59,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,178.0,N397SW,ELP,20:30,20:54,90.0,86.0,24.0,21:02,8.0,2.0,0.0,0.0,0.0,18.0,
2015-07-09,  WN,232.0,N943WN,ATL,05:45,05:44,135.0,138.0,-1.0,05:53,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,238.0,N431WN,DAL,12:30,12:34,55.0,53.0,4.0,12:43,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,285.0,N526SW,DAL,09:25,09:21,55.0,53.0,-4.0,09:29,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,311.0,N921WN,MDW,15:05,15:24,150.0,146.0,19.0,15:33,9.0,3.0,0.0,0.0,0.0,12.0,
2015-07-09,  WN,329.0,N511SW,HOU,16:00,16:01,50.0,62.0,1.0,16:10,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,341.0,N499WN,OAK,18:00,18:11,225.0,217.0,11.0,18:21,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,356.0,N366SW,PHX,20:10,20:30,140.0,140.0,20.0,20:39,9.0,3.0,0.0,0.0,0.0,17.0,
2015-07-09,  WN,359.0,N7719A,EWR,06:45,06:43,225.0,201.0,-2.0,06:51,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,419.0,N238WN,MDW,18:15,18:13,155.0,143.0,-2.0,18:22,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,454.0,N514SW,HOU,11:30,11:28,50.0,45.0,-2.0,11:35,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,554.0,N7737E,DEN,20:25,21:05,135.0,136.0,40.0,21:16,11.0,0.0,40.0,1.0,0.0,0.0,
2015-07-09,  WN,556.0,N8619F,BWI,06:00,05:58,200.0,181.0,-2.0,06:07,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,604.0,N8630B,DEN,14:50,14:48,130.0,127.0,-2.0,15:02,14.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,622.0,N7703A,MSY,07:20,07:16,85.0,77.0,-4.0,07:27,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,626.0,N7705A,HOU,05:35,05:29,45.0,46.0,-6.0,05:41,12.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,657.0,N247WN,DAL,17:25,17:25,55.0,51.0,0.0,17:32,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,658.0,N432WN,DEN,10:45,10:42,130.0,133.0,-3.0,10:53,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,664.0,N214WN,SJC,06:35,06:49,220.0,223.0,14.0,07:00,11.0,14.0,0.0,3.0,0.0,0.0,
2015-07-09,  WN,686.0,N8604K,MCO,17:25,17:42,155.0,151.0,17.0,17:50,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,709.0,N642WN,FLL,11:10,11:20,165.0,165.0,10.0,11:38,18.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,771.0,N624SW,HOU,18:40,18:43,50.0,47.0,3.0,18:52,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,801.0,N639SW,DAL,15:35,15:43,60.0,52.0,8.0,15:52,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,829.0,N395SW,BWI,17:10,17:50,205.0,206.0,40.0,18:02,12.0,0.0,0.0,1.0,0.0,40.0,
2015-07-09,  WN,836.0,N8312C,BNA,13:30,13:31,120.0,116.0,1.0,13:42,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,857.0,N603SW,DAL,10:30,10:33,55.0,55.0,3.0,10:44,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,862.0,N8639B,SJC,18:35,18:56,215.0,226.0,21.0,19:11,15.0,0.0,0.0,11.0,0.0,21.0,
2015-07-09,  WN,891.0,N524SW,LBB,16:20,16:19,70.0,69.0,-1.0,16:29,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,893.0,N771SA,LAS,05:35,06:26,165.0,165.0,51.0,06:36,10.0,51.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,1017.0,N521SW,DAL,06:30,06:28,60.0,57.0,-2.0,06:41,13.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,1030.0,N8668A,PHX,12:25,12:20,140.0,142.0,-5.0,12:34,14.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,1249.0,N206WN,LAX,05:30,05:31,185.0,190.0,1.0,05:41,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,1255.0,N603SW,BNA,05:10,05:07,120.0,118.0,-3.0,05:21,14.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,1403.0,N8639B,LAS,11:25,11:38,165.0,172.0,13.0,11:48,10.0,0.0,0.0,7.0,6.0,7.0,
2015-07-09,  WN,1694.0,N711HK,PHX,07:00,06:59,140.0,145.0,-1.0,07:13,14.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,1901.0,N670SW,MCO,10:25,10:29,155.0,164.0,4.0,10:41,12.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,2263.0,N491WN,DAL,18:40,18:37,55.0,50.0,-3.0,18:43,6.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,2284.0,N435WN,FLL,16:45,16:48,165.0,158.0,3.0,16:59,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,2495.0,N456WN,SNA,07:35,07:30,180.0,180.0,-5.0,07:39,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,2876.0,N563WN,STL,13:25,13:21,120.0,113.0,-4.0,13:30,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,2950.0,N950WN,DAL,14:05,14:03,55.0,53.0,-2.0,14:11,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,3047.0,N8659D,LAS,20:20,20:18,165.0,166.0,-2.0,20:27,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,3054.0,N563WN,PDX,18:45,18:58,245.0,228.0,13.0,19:10,12.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,3304.0,N569WN,ATL,18:10,18:08,135.0,130.0,-2.0,18:16,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,3307.0,N387SW,HRL,09:15,09:13,60.0,63.0,-2.0,09:26,13.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,3933.0,N7752B,ELP,10:40,10:36,90.0,86.0,-4.0,10:45,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,3937.0,N450WN,DAL,08:10,08:07,60.0,51.0,-3.0,08:14,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,4195.0,N521SW,ELP,14:25,14:21,90.0,87.0,-4.0,14:29,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,4551.0,N643SW,DEN,08:30,08:30,125.0,144.0,0.0,08:46,16.0,0.0,0.0,19.0,0.0,0.0,
2015-07-09,  WN,4621.0,N621SW,SAN,11:35,11:37,175.0,180.0,2.0,11:50,13.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,4630.0,N642WN,DEN,05:50,05:48,130.0,138.0,-2.0,06:01,13.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,4819.0,N7813P,PHX,17:25,17:29,150.0,138.0,4.0,17:36,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,4913.0,N616SW,TPA,11:35,11:49,140.0,137.0,14.0,11:57,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,4924.0,N7710A,LAX,16:00,16:01,185.0,196.0,1.0,16:09,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,4927.0,N8626B,DCA,12:40,12:36,195.0,180.0,-4.0,12:48,12.0,0.0,0.0,0.0,0.0,0.0,
2015-07-09,  WN,5888.0,N527SW,DAL,20:00,20:00,55.0,60.0,0.0,20:08,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,103.0,N8656B,MDW,06:30,06:36,165.0,150.0,6.0,06:45,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,144.0,N8660A,SAN,20:55,20:50,170.0,181.0,-5.0,21:00,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,178.0,N395SW,ELP,20:30,21:08,90.0,101.0,38.0,21:19,11.0,5.0,0.0,11.0,0.0,33.0,
2015-07-10,  WN,232.0,N7818L,ATL,05:45,05:44,135.0,131.0,-1.0,05:54,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,238.0,N614SW,DAL,12:30,12:37,55.0,55.0,7.0,12:47,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,285.0,N527SW,DAL,09:25,09:20,55.0,47.0,-5.0,09:26,6.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,311.0,N648SW,MDW,15:05,15:19,150.0,148.0,14.0,15:31,12.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,329.0,N527SW,HOU,16:00,15:58,50.0,46.0,-2.0,16:08,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,341.0,N239WN,OAK,18:00,20:27,225.0,212.0,147.0,20:35,8.0,10.0,0.0,0.0,0.0,124.0,
2015-07-10,  WN,356.0,N378SW,PHX,20:10,21:04,140.0,139.0,54.0,21:16,12.0,0.0,0.0,0.0,0.0,53.0,
2015-07-10,  WN,359.0,N558WN,EWR,06:45,06:44,225.0,210.0,-1.0,06:53,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,419.0,N474WN,MDW,18:15,20:33,155.0,147.0,138.0,20:46,13.0,5.0,0.0,0.0,0.0,125.0,
2015-07-10,  WN,454.0,N511SW,HOU,11:30,11:29,50.0,54.0,-1.0,11:39,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,554.0,N717SA,DEN,20:25,20:47,135.0,125.0,22.0,20:56,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,556.0,N8635F,BWI,06:00,06:00,200.0,184.0,0.0,06:12,12.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,604.0,N8614M,DEN,14:50,14:53,130.0,119.0,3.0,15:00,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,622.0,N946WN,MSY,07:20,07:17,85.0,72.0,-3.0,07:25,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,626.0,N262WN,HOU,05:35,05:31,45.0,40.0,-4.0,05:38,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,657.0,N296WN,DAL,17:25,17:20,55.0,57.0,-5.0,17:29,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,658.0,N772SW,DEN,10:45,10:51,130.0,128.0,6.0,11:01,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,664.0,N456WN,SJC,06:35,06:37,220.0,213.0,2.0,06:48,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,686.0,N8601C,MCO,17:25,18:21,155.0,153.0,56.0,18:30,9.0,46.0,0.0,0.0,0.0,8.0,
2015-07-10,  WN,709.0,N376SW,FLL,11:10,11:08,165.0,160.0,-2.0,11:16,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,771.0,N489WN,HOU,18:40,18:39,50.0,47.0,-1.0,18:48,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,801.0,N601WN,DAL,15:35,16:10,60.0,58.0,35.0,16:20,10.0,0.0,0.0,0.0,0.0,33.0,
2015-07-10,  WN,829.0,N738CB,BWI,17:10,17:28,205.0,192.0,18.0,17:38,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,836.0,N8302F,BNA,13:30,13:25,120.0,117.0,-5.0,13:34,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,857.0,N383SW,DAL,10:30,10:39,55.0,55.0,9.0,10:48,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,862.0,N8328A,SJC,18:35,18:39,215.0,212.0,4.0,18:49,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,891.0,N521SW,LBB,16:20,16:18,70.0,62.0,-2.0,16:27,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,893.0,N444WN,LAS,05:35,05:32,165.0,162.0,-3.0,05:41,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,1017.0,N528SW,DAL,06:30,06:30,60.0,55.0,0.0,06:41,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,1030.0,N8613K,PHX,12:25,12:23,140.0,135.0,-2.0,12:35,12.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,1249.0,N620SW,LAX,05:30,05:28,185.0,190.0,-2.0,05:38,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,1255.0,N383SW,BNA,05:10,05:08,120.0,122.0,-2.0,05:19,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,1403.0,N8328A,LAS,11:25,11:29,165.0,167.0,4.0,11:42,13.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,1472.0,N226WN,DAL,21:55,21:51,55.0,55.0,-4.0,22:01,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,1694.0,N279WN,PHX,07:00,06:56,140.0,139.0,-4.0,07:05,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,1901.0,N363SW,MCO,10:25,10:27,155.0,155.0,2.0,10:35,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,2263.0,N7712G,DAL,18:40,18:47,55.0,63.0,7.0,19:05,18.0,7.0,0.0,8.0,0.0,0.0,
2015-07-10,  WN,2284.0,N435WN,FLL,16:45,16:40,165.0,160.0,-5.0,16:50,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,2495.0,N767SW,SNA,07:35,07:30,180.0,174.0,-5.0,07:38,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,2876.0,N7712G,STL,13:25,13:35,120.0,113.0,10.0,13:45,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,2950.0,N769SW,DAL,14:05,14:10,55.0,51.0,5.0,14:19,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,3047.0,N8625A,LAS,20:20,20:24,165.0,164.0,4.0,20:34,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,3054.0,N733SA,PDX,18:45,18:43,245.0,228.0,-2.0,18:51,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,3304.0,N567WN,ATL,18:10,18:36,135.0,128.0,26.0,18:43,7.0,19.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,3307.0,N609SW,HRL,09:15,09:13,60.0,62.0,-2.0,09:26,13.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,3933.0,N487WN,ELP,10:40,10:39,90.0,85.0,-1.0,10:48,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,3937.0,N212WN,DAL,08:10,08:05,60.0,54.0,-5.0,08:14,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,4195.0,N522SW,ELP,14:25,14:21,90.0,89.0,-4.0,14:34,13.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,4551.0,N602SW,DEN,08:30,08:37,125.0,119.0,7.0,08:45,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,4621.0,N641SW,SAN,11:35,11:48,175.0,174.0,13.0,11:58,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,4630.0,N376SW,DEN,05:50,05:52,130.0,125.0,2.0,06:02,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,4819.0,N7729A,PHX,17:25,17:26,150.0,139.0,1.0,17:37,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-10,  WN,4913.0,N638SW,TPA,11:35,11:37,140.0,136.0,2.0,11:45,8.0,0.0,0.0,0.0,0.0,0.0,
